,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
ENG-Premier League,2324,West Ham,Łukasz Fabiański,POL,GK,38,1985,8.0,239,161,77,21,0,3,0,0,0,0,0,0,160,1,1
ENG-Premier League,2324,Wolves,Boubacar Traoré,MLI,MF,21,2001,9.1,455,444,10,4,0,2,6,5,0,0,0,0,383,1,7
ENG-Premier League,2324,Wolves,Craig Dawson,ENG,DF,33,1990,24.5,1277,1236,38,29,2,22,1,1,0,0,0,0,1104,3,9
ENG-Premier League,2324,Wolves,Daniel Bentley,ENG,GK,30,1993,4.3,144,98,46,13,0,0,0,0,0,0,0,0,96,0,0
ENG-Premier League,2324,Wolves,Enso Gonzalez,PAR,"MF,DF",18,2005,0.0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2324,Wolves,Fábio Silva,POR,FW,21,2002,2.9,76,72,4,1,1,0,0,1,0,0,0,0,61,0,0
ENG-Premier League,2324,Wolves,Hugo Bueno,ESP,"DF,MF",20,2002,8.2,406,358,46,1,0,1,29,45,0,0,0,0,318,2,18
ENG-Premier League,2324,Wolves,Hwang Hee-chan,KOR,"FW,MF",27,1996,23.5,551,508,43,1,3,3,11,10,4,0,0,0,424,0,23
ENG-Premier League,2324,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",25,1998,10.6,314,297,15,4,1,0,30,1,6,3,3,0,241,2,11
ENG-Premier League,2324,Wolves,Jonny Castro,ESP,MF,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,30,1993,33.7,1097,771,323,70,0,1,0,0,0,0,0,0,720,3,1
ENG-Premier League,2324,Wolves,João Gomes,BRA,MF,22,2001,29.4,1279,1209,62,35,7,5,25,9,14,4,4,3,1051,8,32
ENG-Premier League,2324,Wolves,Leon Chiwome,ENG,FW,17,2006,1.9,22,18,4,0,0,0,0,0,0,0,0,0,19,0,1
ENG-Premier League,2324,Wolves,Mario Lemina,GAB,MF,29,1993,33.0,1470,1432,31,21,8,12,15,9,0,0,0,0,1261,7,9
ENG-Premier League,2324,Wolves,Matheus Cunha,BRA,"FW,MF",24,1999,27.1,831,769,56,8,8,7,24,15,3,1,0,0,658,6,19
ENG-Premier League,2324,Wolves,Matheus Nunes,POR,MF,24,1998,2.0,106,97,8,4,0,0,3,2,1,1,0,0,87,1,2
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",31,1992,12.8,653,566,87,11,0,5,13,76,0,0,0,0,515,0,18
ENG-Premier League,2324,Wolves,Max Kilman,ENG,DF,26,1997,38.0,2309,2245,55,38,2,20,6,8,0,0,0,0,1979,9,13
ENG-Premier League,2324,Wolves,Nathan Fraser,IRL,FW,18,2005,2.1,42,39,3,0,0,0,0,0,0,0,0,0,33,0,3
ENG-Premier League,2324,Wolves,Nélson Semedo,POR,"DF,MF",29,1993,34.3,1849,1571,273,25,2,9,80,248,0,0,0,0,1474,5,42
ENG-Premier League,2324,Wolves,Pablo Sarabia,ESP,"MF,FW",31,1992,19.4,976,837,130,34,9,7,131,7,71,37,19,10,684,9,44
ENG-Premier League,2324,Wolves,Pedro Neto,POR,"FW,MF",23,2000,16.8,722,645,73,23,1,5,115,14,34,16,10,2,538,4,17
ENG-Premier League,2324,Wolves,Rayan Aït-Nouri,ALG,"DF,MF",22,2001,25.9,1190,1047,138,24,2,5,41,106,8,5,2,0,1005,5,24
ENG-Premier League,2324,Wolves,Santiago Bueno,URU,DF,24,1998,9.1,480,468,12,7,0,1,2,2,0,0,0,0,426,0,5
ENG-Premier League,2324,Wolves,Sasa Kalajdzic,AUT,FW,26,1997,1.8,60,59,1,0,0,0,1,0,0,0,0,0,38,0,0
ENG-Premier League,2324,Wolves,Tawanda Chirewa,ZIM,"MF,FW",19,2003,1.6,58,54,3,1,0,0,4,0,0,0,0,0,46,1,2
ENG-Premier League,2324,Wolves,Tommy Doyle,ENG,MF,21,2001,13.6,955,878,69,44,2,15,28,8,15,8,3,0,801,8,11
ENG-Premier League,2324,Wolves,Toti Gomes,POR,DF,24,1999,30.8,1847,1685,158,41,1,5,13,117,0,0,0,0,1516,4,22
