,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1920,Newcastle Utd,Matt Ritchie,SCO,"DF,MF",29,1989,14.6,2,25,7,28.0,1.71,0.48,0.08,0.29,24.4,1,0,1,1.7,0.9,0.04,0.3,1.1
ENG-Premier League,1920,Newcastle Utd,Matthew Longstaff,ENG,MF,19,2000,6.4,2,4,2,50.0,0.63,0.31,0.5,1.0,20.4,0,0,0,0.3,0.3,0.07,1.7,1.7
ENG-Premier League,1920,Newcastle Utd,Miguel Almirón,PAR,"MF,FW",25,1994,33.6,4,56,17,30.4,1.67,0.51,0.07,0.24,16.2,0,0,0,6.7,6.7,0.12,-2.7,-2.7
ENG-Premier League,1920,Newcastle Utd,Nabil Bentaleb,ALG,MF,24,1994,8.3,0,4,0,0.0,0.48,0.0,0.0,,29.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,1920,Newcastle Utd,Paul Dummett,WAL,DF,27,1991,13.6,0,2,2,100.0,0.15,0.15,0.0,0.0,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,1920,Newcastle Utd,Sean Longstaff,ENG,MF,21,1997,15.3,1,25,7,28.0,1.63,0.46,0.04,0.14,24.8,3,0,0,1.4,1.4,0.05,-0.4,-0.4
ENG-Premier League,1920,Newcastle Utd,Valentino Lazaro,AUT,"DF,MF",23,1996,5.3,1,4,1,25.0,0.75,0.19,0.25,1.0,21.9,0,0,0,0.4,0.4,0.1,0.6,0.6
ENG-Premier League,1920,Newcastle Utd,Yoshinori Mutō,JPN,"MF,FW",27,1992,2.4,0,1,0,0.0,0.42,0.0,0.0,,10.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,1920,Norwich City,Adam Idah,IRL,"FW,MF",18,2001,2.5,0,6,2,33.3,2.37,0.79,0.0,0.0,17.5,0,0,0,1.0,1.0,0.17,-1.0,-1.0
ENG-Premier League,1920,Norwich City,Akin Famewo,ENG,MF,20,1998,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Norwich City,Alexander Tettey,NOR,"MF,DF",33,1986,26.0,1,23,3,13.0,0.89,0.12,0.04,0.33,24.7,0,0,0,0.8,0.8,0.04,0.2,0.2
ENG-Premier League,1920,Norwich City,Ben Godfrey,ENG,DF,21,1998,29.4,0,15,6,40.0,0.51,0.2,0.0,0.0,18.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ENG-Premier League,1920,Norwich City,Christoph Zimmermann,GER,DF,26,1993,15.9,0,6,1,16.7,0.38,0.06,0.0,0.0,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ENG-Premier League,1920,Norwich City,Dennis Srbeny,GER,"MF,FW",25,1994,0.5,1,2,1,50.0,3.83,1.91,0.5,1.0,7.8,0,0,0,0.5,0.5,0.26,0.5,0.5
ENG-Premier League,1920,Norwich City,Emi Buendía,ARG,"FW,MF",22,1996,27.4,1,40,11,27.5,1.46,0.4,0.03,0.09,22.8,10,0,0,2.2,2.2,0.06,-1.2,-1.2
ENG-Premier League,1920,Norwich City,Grant Hanley,SCO,DF,27,1991,14.0,0,8,2,25.0,0.57,0.14,0.0,0.0,10.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ENG-Premier League,1920,Norwich City,Ibrahim Amadou,FRA,"DF,MF",26,1993,8.4,0,6,1,16.7,0.71,0.12,0.0,0.0,17.6,0,0,0,0.8,0.8,0.13,-0.8,-0.8
ENG-Premier League,1920,Norwich City,Jamal Lewis,NIR,DF,21,1998,25.6,1,9,4,44.4,0.35,0.16,0.11,0.25,21.8,0,0,0,0.4,0.4,0.04,0.6,0.6
ENG-Premier League,1920,Norwich City,Jordan Thomas,ENG,FW,18,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Norwich City,Josh Martin,ENG,"FW,MF",17,2001,0.4,0,1,1,100.0,2.43,2.43,0.0,0.0,13.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,1920,Norwich City,Josip Drmić,SUI,FW,26,1992,7.2,1,14,5,35.7,1.95,0.7,0.07,0.2,13.4,0,0,0,3.1,3.1,0.22,-2.1,-2.1
ENG-Premier League,1920,Norwich City,Kenny McLean,SCO,MF,27,1992,33.0,1,30,10,33.3,0.91,0.3,0.03,0.1,21.6,2,0,0,1.4,1.4,0.05,-0.4,-0.4
ENG-Premier League,1920,Norwich City,Lukas Rupp,GER,"FW,MF",28,1991,7.7,0,4,2,50.0,0.52,0.26,0.0,0.0,17.7,0,0,0,0.9,0.9,0.21,-0.9,-0.9
ENG-Premier League,1920,Norwich City,Marco Stiepermann,GER,MF,28,1991,13.1,0,19,6,31.6,1.45,0.46,0.0,0.0,17.3,0,0,0,1.5,1.5,0.08,-1.5,-1.5
ENG-Premier League,1920,Norwich City,Mario Vrančić,BIH,MF,30,1989,7.1,1,14,3,21.4,1.98,0.42,0.07,0.33,19.2,2,0,0,1.5,1.5,0.11,-0.5,-0.5
ENG-Premier League,1920,Norwich City,Max Aarons,ENG,DF,19,2000,36.0,0,14,4,28.6,0.39,0.11,0.0,0.0,17.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6
ENG-Premier League,1920,Norwich City,Michael McGovern,NIR,GK,35,1984,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Norwich City,Moritz Leitner,GER,MF,26,1992,7.6,0,8,0,0.0,1.05,0.0,0.0,,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,1920,Norwich City,Ondrej Duda,SVK,MF,24,1994,8.0,0,10,3,30.0,1.24,0.37,0.0,0.0,22.1,2,0,0,0.5,0.5,0.05,-0.5,-0.5
ENG-Premier League,1920,Norwich City,Onel Hernández,CUB,"FW,MF",26,1993,15.4,1,29,8,27.6,1.89,0.52,0.03,0.13,18.2,0,0,0,2.2,2.2,0.08,-1.2,-1.2
ENG-Premier League,1920,Norwich City,Patrick Roberts,ENG,"FW,MF",22,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Norwich City,Ralf Fährmann,GER,GK,30,1988,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Norwich City,Sam Byram,ENG,DF,25,1993,14.4,0,15,2,13.3,1.04,0.14,0.0,0.0,11.4,0,0,0,1.4,1.4,0.09,-1.4,-1.4
ENG-Premier League,1920,Norwich City,Teemu Pukki,FIN,FW,29,1990,32.1,11,78,33,42.3,2.43,1.03,0.12,0.27,15.5,0,2,2,11.2,9.7,0.12,-0.2,-0.7
ENG-Premier League,1920,Norwich City,Tim Krul,NED,GK,31,1988,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Norwich City,Timm Klose,SUI,DF,31,1988,6.5,0,3,0,0.0,0.46,0.0,0.0,,12.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ENG-Premier League,1920,Norwich City,Todd Cantwell,ENG,"FW,MF",21,1998,27.7,6,42,16,38.1,1.52,0.58,0.14,0.38,16.1,0,0,0,5.4,5.4,0.13,0.6,0.6
ENG-Premier League,1920,Norwich City,Tom Trybull,GER,MF,26,1993,12.6,0,11,2,18.2,0.88,0.16,0.0,0.0,18.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ENG-Premier League,1920,Sheffield Utd,Ben Osborn,ENG,"MF,DF",24,1994,6.6,0,3,1,33.3,0.45,0.15,0.0,0.0,13.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ENG-Premier League,1920,Sheffield Utd,Billy Sharp,ENG,FW,33,1986,11.7,3,16,7,43.8,1.37,0.6,0.19,0.43,9.6,0,0,0,3.8,3.8,0.24,-0.8,-0.8
ENG-Premier League,1920,Sheffield Utd,Callum Robinson,IRL,"FW,MF",24,1995,7.5,1,12,4,33.3,1.6,0.53,0.08,0.25,14.9,0,0,0,1.6,1.6,0.13,-0.6,-0.6
ENG-Premier League,1920,Sheffield Utd,Chris Basham,ENG,DF,31,1988,36.0,0,6,0,0.0,0.17,0.0,0.0,,13.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ENG-Premier League,1920,Sheffield Utd,David McGoldrick,IRL,FW,31,1987,20.2,2,46,20,43.5,2.28,0.99,0.04,0.1,14.5,0,0,0,8.0,8.0,0.17,-6.0,-6.0
ENG-Premier League,1920,Sheffield Utd,Dean Henderson,ENG,GK,22,1997,36.0,0,1,0,0.0,0.03,0.0,0.0,,9.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,1920,Sheffield Utd,Enda Stevens,IRL,DF,29,1990,37.2,2,22,4,18.2,0.59,0.11,0.09,0.5,17.8,0,0,0,1.3,1.3,0.06,0.7,0.7
ENG-Premier League,1920,Sheffield Utd,George Baldock,GRE,DF,26,1993,38.0,2,13,4,30.8,0.34,0.11,0.15,0.5,16.9,0,0,0,0.6,0.6,0.05,1.4,1.4
ENG-Premier League,1920,Sheffield Utd,Jack O'Connell,ENG,DF,25,1994,32.4,0,14,2,14.3,0.43,0.06,0.0,0.0,10.9,0,0,0,1.0,1.0,0.07,-1.0,-1.0
ENG-Premier League,1920,Sheffield Utd,Jack Robinson,ENG,DF,25,1993,5.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Sheffield Utd,Jack Rodwell,ENG,MF,28,1991,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Sheffield Utd,John Egan,IRL,DF,26,1992,35.4,2,27,4,14.8,0.76,0.11,0.07,0.5,9.4,0,0,0,2.7,2.7,0.1,-0.7,-0.7
ENG-Premier League,1920,Sheffield Utd,John Fleck,SCO,MF,27,1991,28.0,5,31,11,35.5,1.11,0.39,0.16,0.45,20.1,0,0,0,3.1,3.1,0.1,1.9,1.9
ENG-Premier League,1920,Sheffield Utd,John Lundstram,ENG,MF,25,1994,27.3,5,43,10,23.3,1.57,0.37,0.12,0.5,17.6,0,0,0,5.3,5.3,0.12,-0.3,-0.3
ENG-Premier League,1920,Sheffield Utd,Kieron Freeman,WAL,FW,27,1992,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Sheffield Utd,Leon Clarke,ENG,"FW,MF",34,1985,0.4,0,1,0,0.0,2.57,0.0,0.0,,9.6,0,0,0,0.5,0.5,0.46,-0.5,-0.5
ENG-Premier League,1920,Sheffield Utd,Luke Freeman,ENG,MF,27,1992,4.1,0,3,0,0.0,0.74,0.0,0.0,,29.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,1920,Sheffield Utd,Lys Mousset,FRA,FW,23,1996,13.8,6,37,9,24.3,2.69,0.65,0.16,0.67,16.2,0,0,0,5.5,5.5,0.15,0.5,0.5
ENG-Premier League,1920,Sheffield Utd,Muhamed Bešić,BIH,MF,26,1992,2.8,0,4,2,50.0,1.44,0.72,0.0,0.0,20.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,1920,Sheffield Utd,Oliver McBurnie,SCO,FW,23,1996,23.5,6,50,24,48.0,2.13,1.02,0.12,0.25,10.3,0,0,0,7.7,7.7,0.15,-1.7,-1.7
ENG-Premier League,1920,Sheffield Utd,Oliver Norwood,NIR,MF,28,1991,34.3,1,16,5,31.3,0.47,0.15,0.0,0.0,27.8,4,1,1,1.5,0.7,0.04,-0.5,-0.7
ENG-Premier League,1920,Sheffield Utd,Phil Jagielka,ENG,DF,36,1982,2.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Sheffield Utd,Ravel Morrison,JAM,MF,26,1993,0.1,0,1,0,0.0,6.92,0.0,0.0,,12.9,0,0,0,0.0,0.0,0.05,0.0,0.0
ENG-Premier League,1920,Sheffield Utd,Richairo Živković,CUW,FW,22,1996,1.2,0,1,0,0.0,0.8,0.0,0.0,,11.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,1920,Sheffield Utd,Sander Berge,NOR,MF,21,1998,10.5,1,5,2,40.0,0.48,0.19,0.2,0.5,13.5,0,0,0,0.6,0.6,0.12,0.4,0.4
ENG-Premier League,1920,Sheffield Utd,Simon Moore,ENG,GK,29,1990,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Southampton,Alex McCarthy,ENG,GK,29,1989,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Southampton,Angus Gunn,SCO,GK,23,1996,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Southampton,Che Adams,SCO,FW,23,1996,12.3,4,36,9,25.0,2.92,0.73,0.11,0.44,15.2,0,0,0,5.3,5.3,0.15,-1.3,-1.3
ENG-Premier League,1920,Southampton,Cédric Soares,POR,DF,27,1991,14.5,0,9,4,44.4,0.62,0.28,0.0,0.0,20.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6
ENG-Premier League,1920,Southampton,Danny Ings,ENG,FW,27,1992,31.2,22,91,35,38.5,2.92,1.12,0.23,0.6,13.9,0,1,2,16.2,14.7,0.16,5.8,6.3
ENG-Premier League,1920,Southampton,Jack Stephens,ENG,DF,25,1994,27.2,1,6,1,16.7,0.22,0.04,0.17,1.0,9.2,0,0,0,1.0,1.0,0.17,0.0,0.0
ENG-Premier League,1920,Southampton,Jake Vokins,ENG,DF,19,2000,1.0,0,1,0,0.0,1.0,0.0,0.0,,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,1920,Southampton,James Ward-Prowse,ENG,"MF,DF",24,1994,38.0,5,54,23,42.6,1.42,0.61,0.07,0.17,23.9,24,1,3,7.3,4.8,0.09,-2.3,-0.8
ENG-Premier League,1920,Southampton,Jan Bednarek,POL,DF,23,1996,34.0,1,7,1,14.3,0.21,0.03,0.14,1.0,7.8,0,0,0,1.1,1.1,0.16,-0.1,-0.1
ENG-Premier League,1920,Southampton,Jannik Vestergaard,DEN,DF,26,1992,16.6,1,12,5,41.7,0.72,0.3,0.08,0.2,11.7,0,0,0,1.4,1.4,0.11,-0.4,-0.4
ENG-Premier League,1920,Southampton,Kevin Danso,AUT,DF,20,1998,3.1,0,1,0,0.0,0.32,0.0,0.0,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,1920,Southampton,Kyle Walker-Peters,ENG,DF,22,1997,7.8,0,2,0,0.0,0.26,0.0,0.0,,15.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,1920,Southampton,Maya Yoshida,JPN,DF,30,1988,6.2,0,5,3,60.0,0.8,0.48,0.0,0.0,11.6,0,0,0,0.7,0.7,0.13,-0.7,-0.7
ENG-Premier League,1920,Southampton,Michael Obafemi,IRL,FW,19,2000,7.4,3,12,5,41.7,1.62,0.68,0.25,0.6,14.4,0,0,0,1.8,1.8,0.15,1.2,1.2
ENG-Premier League,1920,Southampton,Moussa Djenepo,MLI,"MF,DF",21,1998,10.3,2,20,7,35.0,1.94,0.68,0.1,0.29,18.1,0,0,0,2.4,2.4,0.12,-0.4,-0.4
ENG-Premier League,1920,Southampton,Nathan Redmond,ENG,"MF,FW",25,1994,30.7,4,59,21,35.6,1.92,0.68,0.07,0.19,18.9,2,0,0,5.1,5.1,0.09,-1.1,-1.1
ENG-Premier League,1920,Southampton,Nathan Tella,NGA,FW,20,1999,0.0,0,1,1,100.0,30.0,30.0,0.0,0.0,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,1920,Southampton,Oriol Romeu,ESP,MF,27,1991,20.7,0,8,0,0.0,0.39,0.0,0.0,,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,1920,Southampton,Pierre Højbjerg,DEN,MF,23,1995,30.6,0,46,11,23.9,1.5,0.36,0.0,0.0,22.0,0,0,0,3.2,3.2,0.07,-3.2,-3.2
ENG-Premier League,1920,Southampton,Ryan Bertrand,ENG,DF,29,1989,30.5,1,18,3,16.7,0.59,0.1,0.06,0.33,19.4,1,0,0,1.7,1.7,0.1,-0.7,-0.7
ENG-Premier League,1920,Southampton,Shane Long,IRL,FW,32,1987,15.5,2,33,13,39.4,2.13,0.84,0.06,0.15,11.3,0,0,0,4.8,4.8,0.15,-2.8,-2.8
ENG-Premier League,1920,Southampton,Sofiane Boufal,MAR,"MF,FW",25,1993,8.5,0,18,7,38.9,2.12,0.82,0.0,0.0,21.3,0,0,0,1.0,1.0,0.06,-1.0,-1.0
ENG-Premier League,1920,Southampton,Stuart Armstrong,SCO,MF,27,1992,19.1,5,46,20,43.5,2.41,1.05,0.11,0.25,21.2,0,0,0,2.8,2.8,0.06,2.2,2.2
ENG-Premier League,1920,Southampton,William Smallbone,IRL,MF,19,2000,4.4,0,6,0,0.0,1.37,0.0,0.0,,22.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,1920,Southampton,Yan Valery,TUN,DF,20,1999,8.7,0,3,2,66.7,0.35,0.23,0.0,0.0,15.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ENG-Premier League,1920,Tottenham,Ben Davies,WAL,DF,26,1993,15.9,0,7,1,14.3,0.44,0.06,0.0,0.0,23.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,1920,Tottenham,Christian Eriksen,DEN,"MF,FW",27,1992,12.2,2,26,9,34.6,2.13,0.74,0.08,0.22,25.1,7,0,0,1.9,1.9,0.07,0.1,0.1
ENG-Premier League,1920,Tottenham,Danny Rose,ENG,DF,29,1990,9.9,0,2,0,0.0,0.2,0.0,0.0,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,1920,Tottenham,Davinson Sánchez,COL,DF,23,1996,27.0,0,7,3,42.9,0.26,0.11,0.0,0.0,10.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ENG-Premier League,1920,Tottenham,Dele Alli,ENG,"MF,FW",23,1996,20.5,8,41,18,43.9,2.0,0.88,0.17,0.39,14.9,0,1,1,8.1,7.3,0.18,-0.1,-0.3
ENG-Premier League,1920,Tottenham,Eric Dier,ENG,"DF,MF",25,1994,14.9,0,8,1,12.5,0.54,0.07,0.0,0.0,15.6,1,0,0,0.9,0.9,0.11,-0.9,-0.9
ENG-Premier League,1920,Tottenham,Gedson Fernandes,POR,"MF,DF",20,1999,0.8,0,1,0,0.0,1.32,0.0,0.0,,26.4,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,1920,Tottenham,Georges-Kévin N'Koudou,CMR,FW,24,1995,0.0,0,1,0,0.0,30.0,0.0,0.0,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,1920,Tottenham,Giovani Lo Celso,ARG,"MF,FW",23,1996,16.6,0,18,3,16.7,1.09,0.18,0.0,0.0,22.0,1,0,0,1.3,1.3,0.07,-1.3,-1.3
ENG-Premier League,1920,Tottenham,Harry Kane,ENG,FW,26,1993,28.7,18,79,35,44.3,2.75,1.22,0.2,0.46,19.2,7,2,2,12.5,10.9,0.14,5.5,5.1
ENG-Premier League,1920,Tottenham,Harry Winks,ENG,MF,23,1996,24.7,0,14,2,14.3,0.57,0.08,0.0,0.0,25.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ENG-Premier League,1920,Tottenham,Hugo Lloris,FRA,GK,32,1986,20.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Jan Vertonghen,BEL,DF,32,1987,18.3,1,4,2,50.0,0.22,0.11,0.25,0.5,12.0,0,0,0,0.4,0.4,0.1,0.6,0.6
ENG-Premier League,1920,Tottenham,Japhet Tanganga,ENG,DF,20,1999,5.8,0,3,1,33.3,0.51,0.17,0.0,0.0,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,1920,Tottenham,Juan Foyth,ARG,DF,21,1998,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Kyle Walker-Peters,ENG,DF,22,1997,2.7,0,1,0,0.0,0.37,0.0,0.0,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,1920,Tottenham,Lucas Moura,BRA,"FW,MF",26,1992,24.9,4,56,14,25.0,2.25,0.56,0.07,0.29,17.5,0,0,0,5.6,5.6,0.1,-1.6,-1.6
ENG-Premier League,1920,Tottenham,Moussa Sissoko,FRA,MF,29,1989,27.2,2,15,4,26.7,0.55,0.15,0.13,0.5,15.2,0,0,0,2.2,2.2,0.14,-0.2,-0.2
ENG-Premier League,1920,Tottenham,Oliver Skipp,ENG,MF,18,2000,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Paulo Gazzaniga,ARG,GK,27,1992,17.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Ryan Sessegnon,ENG,"DF,FW",19,2000,3.8,0,1,0,0.0,0.26,0.0,0.0,,17.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,1920,Tottenham,Serge Aurier,CIV,DF,26,1992,30.0,1,13,4,30.8,0.43,0.13,0.08,0.25,19.1,0,0,0,0.5,0.5,0.04,0.5,0.5
ENG-Premier League,1920,Tottenham,Son Heung-min,KOR,FW,27,1992,27.5,11,80,37,46.3,2.91,1.34,0.14,0.3,17.2,1,0,1,8.9,8.0,0.1,2.1,3.0
ENG-Premier League,1920,Tottenham,Steven Bergwijn,NED,"FW,MF",21,1997,7.8,3,9,4,44.4,1.15,0.51,0.33,0.75,15.1,0,0,0,1.0,1.0,0.12,2.0,2.0
ENG-Premier League,1920,Tottenham,Tanguy Ndombele,FRA,MF,22,1996,11.2,2,9,4,44.4,0.8,0.36,0.22,0.5,25.6,0,0,0,0.4,0.4,0.04,1.6,1.6
ENG-Premier League,1920,Tottenham,Toby Alderweireld,BEL,DF,30,1989,32.9,2,16,4,25.0,0.49,0.12,0.13,0.5,12.6,0,0,0,0.7,0.7,0.05,1.3,1.3
ENG-Premier League,1920,Tottenham,Troy Parrott,IRL,FW,17,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Victor Wanyama,KEN,MF,28,1991,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Tottenham,Érik Lamela,ARG,"MF,FW",27,1992,13.5,2,29,8,27.6,2.15,0.59,0.07,0.25,19.5,4,0,0,2.9,2.9,0.11,-0.9,-0.9
ENG-Premier League,1920,Watford,Abdoulaye Doucouré,MLI,MF,26,1993,35.1,4,61,12,19.7,1.74,0.34,0.07,0.33,18.3,0,0,0,5.2,5.2,0.08,-1.2,-1.2
ENG-Premier League,1920,Watford,Adam Masina,MAR,DF,25,1994,20.2,1,15,3,20.0,0.74,0.15,0.07,0.33,21.1,1,0,0,0.9,0.9,0.06,0.1,0.1
ENG-Premier League,1920,Watford,Adrian Mariappa,JAM,DF,32,1986,16.8,0,3,0,0.0,0.18,0.0,0.0,,11.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ENG-Premier League,1920,Watford,Andre Gray,JAM,FW,28,1991,8.4,2,19,6,31.6,2.26,0.72,0.11,0.33,12.7,0,0,0,2.4,2.4,0.13,-0.4,-0.4
ENG-Premier League,1920,Watford,Ben Foster,ENG,GK,36,1983,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,10.0,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ENG-Premier League,1920,Watford,Christian Kabasele,BEL,DF,28,1991,25.0,0,9,1,11.1,0.36,0.04,0.0,0.0,10.4,0,0,0,0.9,0.9,0.1,-0.9,-0.9
ENG-Premier League,1920,Watford,Craig Cathcart,NIR,DF,30,1989,27.6,0,2,1,50.0,0.07,0.04,0.0,0.0,10.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2
ENG-Premier League,1920,Watford,Craig Dawson,ENG,DF,29,1990,26.2,2,26,7,26.9,0.99,0.27,0.08,0.29,10.6,0,0,0,3.0,3.0,0.12,-1.0,-1.0
ENG-Premier League,1920,Watford,Danny Welbeck,ENG,"FW,MF",28,1990,9.1,2,22,9,40.9,2.41,0.99,0.09,0.22,11.0,0,0,0,3.9,3.9,0.18,-1.9,-1.9
ENG-Premier League,1920,Watford,Daryl Janmaat,NED,DF,30,1989,6.7,0,4,0,0.0,0.59,0.0,0.0,,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ENG-Premier League,1920,Watford,Dimitri Foulquier,FRA,"DF,MF",26,1993,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Watford,Domingos Quina,POR,"MF,FW",19,1999,0.2,0,1,1,100.0,4.09,4.09,0.0,0.0,27.3,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,1920,Watford,Gerard Deulofeu,ESP,FW,25,1994,23.3,4,63,20,31.7,2.7,0.86,0.05,0.15,18.8,8,1,1,6.3,5.5,0.09,-2.3,-2.5
ENG-Premier League,1920,Watford,Ignacio Pussetto,ARG,"FW,MF",23,1995,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Watford,Isaac Success,NGA,"FW,MF",23,1996,0.8,0,1,1,100.0,1.29,1.29,0.0,0.0,10.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,1920,Watford,Ismaila Sarr,SEN,"FW,MF",21,1998,22.5,5,44,13,29.5,1.95,0.58,0.11,0.38,15.8,0,0,0,6.1,6.1,0.14,-1.1,-1.1
ENG-Premier League,1920,Watford,José Holebas,GRE,DF,35,1984,11.4,0,6,3,50.0,0.53,0.26,0.0,0.0,19.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3
ENG-Premier League,1920,Watford,João Pedro,BRA,"FW,MF",17,2001,0.3,0,1,0,0.0,3.6,0.0,0.0,,17.3,0,0,0,0.0,0.0,0.05,0.0,0.0
ENG-Premier League,1920,Watford,Kiko Femenía,ESP,DF,28,1991,24.9,0,5,1,20.0,0.2,0.04,0.0,0.0,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,1920,Watford,Nathaniel Chalobah,ENG,MF,24,1994,10.3,0,9,0,0.0,0.87,0.0,0.0,,23.3,2,0,0,0.5,0.5,0.05,-0.5,-0.5
ENG-Premier League,1920,Watford,Roberto Pereyra,ARG,"FW,MF",28,1991,18.3,3,20,8,40.0,1.09,0.44,0.1,0.25,19.1,4,1,1,3.1,2.3,0.12,-0.1,-0.3
