,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2122,Newcastle Utd,Matt Targett,ENG,DF,25,1995,16.0,44,2.75,21,15,2,1,5,0,2,0.12,1,1,0,0,0,0
ENG-Premier League,2122,Newcastle Utd,Miguel Almirón,PAR,"MF,FW",27,1994,19.1,49,2.57,36,0,3,8,2,0,4,0.21,3,0,1,0,0,0
ENG-Premier League,2122,Newcastle Utd,Paul Dummett,WAL,DF,29,1991,2.2,1,0.45,1,0,0,0,0,0,1,0.45,1,0,0,0,0,0
ENG-Premier League,2122,Newcastle Utd,Ryan Fraser,SCO,"FW,MF",27,1994,16.3,56,3.44,34,10,0,6,6,0,7,0.43,4,1,0,1,1,0
ENG-Premier League,2122,Newcastle Utd,Sean Longstaff,ENG,MF,23,1997,16.3,26,1.6,22,2,0,1,0,1,3,0.18,2,1,0,0,0,0
ENG-Premier League,2122,Norwich City,Adam Idah,IRL,"FW,MF",20,2001,6.9,17,2.45,10,1,2,1,3,0,1,0.14,1,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Andrew Omobamidele,IRL,DF,19,2002,4.2,3,0.71,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Angus Gunn,SCO,GK,25,1996,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Bali Mumba,ENG,DF,19,2001,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Ben Gibson,ENG,DF,28,1993,27.7,14,0.51,13,0,0,1,0,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Billy Gilmour,SCO,MF,20,2001,20.6,55,2.67,30,23,0,2,0,0,2,0.1,1,1,0,0,0,0
ENG-Premier League,2122,Norwich City,Brandon Williams,ENG,DF,20,2000,23.6,44,1.87,35,1,1,0,5,2,2,0.08,1,0,0,0,0,1
ENG-Premier League,2122,Norwich City,Christoph Zimmermann,GER,DF,28,1993,1.7,1,0.57,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Christos Tzolis,GRE,"FW,MF",19,2002,3.7,12,3.22,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Dimitris Giannoulis,GRE,DF,25,1995,13.0,22,1.69,18,1,1,0,2,0,2,0.15,2,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Grant Hanley,SCO,DF,29,1991,32.2,14,0.43,9,1,0,4,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Jakob Sørensen,DEN,"MF,DF",23,1998,6.7,5,0.75,3,0,0,0,0,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Jon Rowe,ENG,"FW,MF",18,2003,2.5,8,3.24,4,1,3,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Josh Sargent,USA,"FW,MF",21,2000,17.5,25,1.43,17,0,1,3,4,0,3,0.17,2,0,1,0,0,0
ENG-Premier League,2122,Norwich City,Kenny McLean,SCO,MF,29,1992,30.1,41,1.36,34,3,0,3,0,1,2,0.07,2,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Kieran Dowell,ENG,"FW,MF",23,1997,10.1,26,2.57,19,7,0,0,0,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Lukas Rupp,GER,MF,30,1991,8.5,25,2.93,20,0,3,1,1,0,1,0.12,1,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Mathias Normann,NOR,MF,25,1996,18.3,37,2.02,19,5,6,3,4,0,3,0.16,3,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Max Aarons,ENG,DF,21,2000,32.0,46,1.44,34,3,2,3,3,1,3,0.09,3,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Milot Rashica,KVX,"FW,MF",25,1996,24.8,68,2.74,37,14,5,4,6,2,5,0.2,4,1,0,0,0,0
ENG-Premier League,2122,Norwich City,Ozan Kabak,TUR,DF,21,2000,10.2,10,0.98,4,0,2,1,3,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Pierre Lees-Melou,FRA,MF,28,1993,25.2,55,2.18,48,1,1,1,1,3,2,0.08,1,0,0,0,1,0
ENG-Premier League,2122,Norwich City,Przemysław Płacheta,POL,"FW,MF",23,1998,5.6,16,2.85,6,2,4,0,4,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Sam Byram,ENG,DF,27,1993,11.4,11,0.96,6,1,1,2,1,0,2,0.18,0,0,0,1,1,0
ENG-Premier League,2122,Norwich City,Teemu Pukki,FIN,FW,31,1990,36.1,63,1.74,40,0,8,3,12,0,4,0.11,3,0,0,0,1,0
ENG-Premier League,2122,Norwich City,Tim Krul,NED,GK,33,1988,29.0,6,0.21,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Todd Cantwell,ENG,"FW,MF",23,1998,4.9,10,2.04,9,0,0,0,1,0,1,0.2,1,0,0,0,0,0
ENG-Premier League,2122,Norwich City,Tony Springett,IRL,"MF,FW",18,2002,1.6,3,1.91,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Southampton,Adam Armstrong,ENG,FW,24,1997,15.7,36,2.29,22,0,5,6,3,0,3,0.19,2,0,0,0,1,0
ENG-Premier League,2122,Southampton,Alex McCarthy,ENG,GK,31,1989,17.0,2,0.12,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Southampton,Armando Broja,ALB,FW,19,2001,21.9,38,1.73,19,0,7,7,4,1,4,0.18,0,0,2,0,2,0
ENG-Premier League,2122,Southampton,Che Adams,SCO,FW,25,1996,22.7,51,2.25,32,0,2,4,11,2,5,0.22,3,0,1,0,0,1
ENG-Premier League,2122,Southampton,Fraser Forster,ENG,GK,33,1988,19.0,3,0.16,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Southampton,Ibrahima Diallo,FRA,MF,22,1999,11.4,30,2.64,24,0,4,0,1,1,3,0.26,3,0,0,0,0,0
ENG-Premier League,2122,Southampton,Jack Stephens,ENG,DF,27,1994,9.0,6,0.67,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Southampton,James Ward-Prowse,ENG,MF,26,1994,35.7,132,3.7,71,53,0,5,0,3,7,0.2,3,4,0,0,0,0
ENG-Premier League,2122,Southampton,Jan Bednarek,POL,DF,25,1996,29.2,22,0.75,16,3,0,1,0,2,1,0.03,1,0,0,0,0,0
ENG-Premier League,2122,Southampton,Kyle Walker-Peters,ENG,DF,24,1997,29.3,70,2.39,49,0,9,3,7,2,9,0.31,5,0,1,0,2,1
ENG-Premier League,2122,Southampton,Lyanco,BRA,DF,24,1997,10.1,10,0.99,6,0,1,2,0,1,1,0.1,1,0,0,0,0,0
ENG-Premier League,2122,Southampton,Mohamed Elyounoussi,NOR,"MF,FW",26,1994,22.7,57,2.51,42,0,5,6,3,1,6,0.26,3,0,0,3,0,0
ENG-Premier League,2122,Southampton,Mohammed Salisu,GHA,DF,22,1999,33.0,34,1.03,29,1,0,3,0,1,5,0.15,3,0,0,1,0,1
ENG-Premier League,2122,Southampton,Moussa Djenepo,MLI,MF,23,1998,5.1,18,3.54,15,0,1,1,1,0,1,0.2,1,0,0,0,0,0
ENG-Premier League,2122,Southampton,Nathan Redmond,ENG,"MF,FW",27,1994,20.4,73,3.58,62,4,0,5,2,0,8,0.39,6,1,0,0,1,0
ENG-Premier League,2122,Southampton,Nathan Tella,NGA,"MF,FW",22,1999,8.9,23,2.57,13,0,2,2,6,0,4,0.45,3,0,0,0,1,0
ENG-Premier League,2122,Southampton,Oriol Romeu,ESP,MF,29,1991,32.1,74,2.31,70,0,2,0,0,2,4,0.12,4,0,0,0,0,0
ENG-Premier League,2122,Southampton,Romain Perraud,FRA,DF,23,1997,18.0,24,1.33,19,1,1,2,1,0,3,0.17,3,0,0,0,0,0
ENG-Premier League,2122,Southampton,Shane Long,IRL,FW,34,1987,3.4,5,1.46,2,0,0,0,3,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Southampton,Stuart Armstrong,SCO,MF,29,1992,16.4,54,3.3,42,2,2,3,4,1,3,0.18,1,0,1,0,1,0
ENG-Premier League,2122,Southampton,Theo Walcott,ENG,"MF,FW",32,1989,4.2,5,1.19,5,0,0,0,0,0,1,0.24,1,0,0,0,0,0
ENG-Premier League,2122,Southampton,Valentino Livramento,ENG,DF,18,2002,24.5,44,1.8,37,0,2,1,3,1,3,0.12,1,0,1,0,1,0
ENG-Premier League,2122,Southampton,William Smallbone,IRL,"MF,FW",21,2000,1.5,2,1.35,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Southampton,Willy Caballero,ARG,GK,39,1981,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Southampton,Yan Valery,TUN,DF,22,1999,4.1,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Ben Davies,WAL,DF,28,1993,28.2,30,1.06,28,1,0,1,0,0,3,0.11,2,0,0,1,0,0
ENG-Premier League,2122,Tottenham,Bryan Gil,ESP,"FW,MF",20,2001,1.0,5,4.79,4,0,0,1,0,0,1,0.96,1,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Cristian Romero,ARG,DF,23,1998,20.5,19,0.93,16,1,0,0,1,1,2,0.1,1,0,0,0,0,1
ENG-Premier League,2122,Tottenham,Dane Scarlett,ENG,MF,17,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Davinson Sánchez,COL,DF,25,1996,18.1,20,1.1,19,0,0,1,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Dejan Kulusevski,SWE,"MF,FW",21,2000,14.0,51,3.64,39,0,5,6,1,0,13,0.93,11,0,1,1,0,0
ENG-Premier League,2122,Tottenham,Dele Alli,ENG,MF,25,1996,7.3,7,0.96,4,0,0,0,3,0,1,0.14,0,0,0,0,1,0
ENG-Premier League,2122,Tottenham,Emerson,BRA,"DF,MF",22,1999,25.4,50,1.97,42,0,4,2,2,0,4,0.16,4,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Eric Dier,ENG,DF,27,1994,34.1,30,0.88,25,0,0,4,0,1,5,0.15,3,0,0,2,0,0
ENG-Premier League,2122,Tottenham,Giovani Lo Celso,ARG,"MF,FW",25,1996,2.6,10,3.78,5,2,1,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Harry Kane,ENG,FW,28,1993,35.9,128,3.56,94,2,10,16,6,0,21,0.58,17,0,1,3,0,0
ENG-Premier League,2122,Tottenham,Harry Winks,ENG,MF,25,1996,10.1,29,2.86,22,3,1,1,2,0,4,0.39,4,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Hugo Lloris,FRA,GK,34,1986,38.0,6,0.16,6,0,0,0,0,0,3,0.08,3,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Japhet Tanganga,ENG,DF,22,1999,8.2,3,0.37,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Joe Rodon,WAL,DF,23,1997,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Lucas Moura,BRA,"FW,MF",28,1992,19.7,67,3.4,52,0,7,2,6,0,12,0.61,10,0,1,0,1,0
ENG-Premier League,2122,Tottenham,Matt Doherty,IRL,DF,29,1992,9.7,30,3.09,24,0,1,5,0,0,4,0.41,4,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Oliver Skipp,ENG,MF,20,2000,15.0,24,1.6,22,0,1,1,0,0,3,0.2,3,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Pierre Højbjerg,DEN,MF,25,1995,35.5,86,2.42,71,3,6,1,1,4,7,0.2,7,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Rodrigo Bentancur,URU,MF,24,1997,15.1,38,2.51,33,0,1,2,1,1,7,0.46,6,0,0,1,0,0
ENG-Premier League,2122,Tottenham,Ryan Sessegnon,ENG,"DF,MF",21,2000,11.6,20,1.72,19,1,0,0,0,0,4,0.34,4,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Sergio Reguilón,ESP,"DF,MF",24,1996,21.3,58,2.72,44,2,4,4,3,1,5,0.23,5,0,0,0,0,0
ENG-Premier League,2122,Tottenham,Son Heung-min,KOR,"MF,FW",29,1992,33.4,135,4.04,82,35,2,9,6,1,13,0.39,7,3,0,0,3,0
ENG-Premier League,2122,Tottenham,Steven Bergwijn,NED,"FW,MF",23,1997,6.3,21,3.35,15,1,2,1,2,0,3,0.48,1,0,1,0,1,0
ENG-Premier League,2122,Tottenham,Tanguy Ndombele,FRA,MF,24,1996,5.4,15,2.79,10,0,1,2,2,0,1,0.19,1,0,0,0,0,0
ENG-Premier League,2122,Watford,Adam Masina,MAR,DF,27,1994,12.0,13,1.09,9,2,0,0,1,1,1,0.08,1,0,0,0,0,0
ENG-Premier League,2122,Watford,Ashley Fletcher,ENG,FW,25,1995,0.3,2,6.0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Ben Foster,ENG,GK,38,1983,26.0,8,0.31,8,0,0,0,0,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,2122,Watford,Christian Kabasele,BEL,DF,30,1991,13.3,4,0.3,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Craig Cathcart,NIR,DF,32,1989,26.6,6,0.23,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Cucho,COL,"FW,MF",22,1999,12.7,44,3.45,26,5,6,6,1,0,5,0.39,3,1,0,1,0,0
ENG-Premier League,2122,Watford,Dan Gosling,ENG,MF,31,1990,1.8,2,1.08,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Daniel Bachmann,AUT,GK,27,1994,12.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Danny Rose,ENG,DF,31,1990,7.7,15,1.96,11,3,0,0,1,0,1,0.13,0,1,0,0,0,0
ENG-Premier League,2122,Watford,Edo Kayembe,COD,MF,23,1998,8.9,16,1.8,13,1,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Emmanuel Dennis,NGA,"FW,MF",23,1997,28.7,85,2.96,52,2,13,8,9,1,12,0.42,7,0,1,2,1,1
ENG-Premier League,2122,Watford,Francisco Sierralta,CHI,DF,24,1997,4.7,2,0.42,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Hassane Kamara,CIV,DF,27,1994,18.0,18,1.0,16,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Imran Louza,MAR,MF,22,1999,15.7,34,2.16,16,11,1,2,1,3,2,0.13,2,0,0,0,0,0
ENG-Premier League,2122,Watford,Ismaila Sarr,SEN,"FW,MF",23,1998,20.7,52,2.51,38,0,5,2,6,1,4,0.19,3,0,0,1,0,0
ENG-Premier League,2122,Watford,Jeremy Ngakia,ENG,DF,20,2000,10.0,16,1.59,8,4,0,1,3,0,2,0.2,1,0,0,0,1,0
ENG-Premier League,2122,Watford,Joshua King,NOR,FW,29,1992,25.0,63,2.52,51,0,2,6,4,0,9,0.36,6,0,1,2,0,0
ENG-Premier League,2122,Watford,João Pedro,BRA,"FW,MF",19,2001,18.3,60,3.28,38,0,10,6,5,1,4,0.22,3,0,0,1,0,0
ENG-Premier League,2122,Watford,Juraj Kucka,SVK,MF,34,1987,21.3,42,1.97,27,0,5,2,7,1,2,0.09,1,0,1,0,0,0
ENG-Premier League,2122,Watford,Ken Sema,SWE,"MF,FW",27,1993,9.5,22,2.32,7,9,1,0,4,1,1,0.11,0,1,0,0,0,0
ENG-Premier League,2122,Watford,Kiko Femenía,ESP,DF,30,1991,23.8,45,1.89,33,11,0,0,1,0,6,0.25,5,1,0,0,0,0
ENG-Premier League,2122,Watford,Moussa Sissoko,FRA,MF,31,1989,35.8,75,2.1,62,0,4,3,1,5,3,0.08,1,0,1,0,0,1
ENG-Premier League,2122,Watford,Nicolas Nkoulou,CMR,DF,31,1990,1.9,1,0.54,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Oghenekaro Etebo,NGA,MF,25,1995,4.5,5,1.12,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Ozan Tufan,TUR,MF,26,1995,3.7,6,1.62,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Samir Santos,BRA,DF,26,1994,18.6,7,0.38,4,0,0,2,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,Samuel Kalu,NGA,FW,23,1997,2.5,7,2.84,4,0,0,0,2,1,1,0.41,0,0,0,0,1,0
ENG-Premier League,2122,Watford,Tom Cleverley,ENG,MF,31,1989,18.0,36,2.0,22,10,0,1,3,0,3,0.17,2,1,0,0,0,0
ENG-Premier League,2122,Watford,Troy Deeney,ENG,FW,33,1988,0.3,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Watford,William Troost-Ekong,NGA,DF,27,1993,15.4,6,0.39,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Aaron Cresswell,ENG,DF,31,1989,30.3,53,1.75,31,20,0,2,0,0,6,0.2,2,4,0,0,0,0
ENG-Premier League,2122,West Ham,Alex Král,CZE,MF,23,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Alphonse Areola,FRA,GK,28,1993,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Andriy Yarmolenko,UKR,"FW,MF",31,1989,3.5,9,2.56,6,0,2,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Angelo Ogbonna,ITA,DF,33,1988,10.2,3,0.29,2,0,0,1,0,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2122,West Ham,Arthur Masuaku,COD,"DF,FW",27,1993,7.2,7,0.97,6,1,0,0,0,0,2,0.28,1,1,0,0,0,0
ENG-Premier League,2122,West Ham,Ben Johnson,ENG,DF,21,2000,15.5,24,1.55,19,2,0,0,2,1,3,0.19,2,1,0,0,0,0
ENG-Premier League,2122,West Ham,Craig Dawson,ENG,DF,31,1990,30.6,18,0.59,12,0,1,5,0,0,5,0.16,3,0,0,2,0,0
ENG-Premier League,2122,West Ham,Daniel Chesters,ENG,MF,19,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Declan Rice,ENG,MF,22,1999,35.3,78,2.21,67,0,5,3,0,3,9,0.25,9,0,0,0,0,0
ENG-Premier League,2122,West Ham,Harrison Ashby,SCO,DF,19,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Issa Diop,FRA,DF,24,1997,10.7,2,0.19,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0
ENG-Premier League,2122,West Ham,Jarrod Bowen,ENG,FW,24,1996,33.1,98,2.96,56,16,11,9,5,1,19,0.57,9,3,3,1,3,0
ENG-Premier League,2122,West Ham,Kurt Zouma,FRA,DF,26,1994,23.1,9,0.39,6,2,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Manuel Lanzini,ARG,"MF,FW",28,1993,19.8,60,3.02,51,4,3,0,1,1,9,0.45,7,0,1,0,0,1
ENG-Premier League,2122,West Ham,Mark Noble,ENG,MF,34,1987,3.7,6,1.63,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Michail Antonio,JAM,FW,31,1990,33.0,97,2.94,65,1,11,11,9,0,17,0.51,10,0,1,4,2,0
ENG-Premier League,2122,West Ham,Nikola Vlašić,CRO,"FW,MF",23,1997,6.2,22,3.54,17,0,2,1,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Pablo Fornals,ESP,"FW,MF",25,1996,31.1,109,3.51,86,9,5,5,3,1,11,0.35,9,1,0,1,0,0
ENG-Premier League,2122,West Ham,Ryan Fredericks,ENG,DF,28,1992,3.4,4,1.17,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,West Ham,Saïd Benrahma,ALG,"FW,MF",25,1995,24.1,75,3.11,58,0,7,7,3,0,8,0.33,7,0,0,1,0,0
ENG-Premier League,2122,West Ham,Tomáš Souček,CZE,MF,26,1995,34.0,42,1.23,36,0,0,3,2,1,4,0.12,4,0,0,0,0,0
ENG-Premier League,2122,West Ham,Vladimír Coufal,CZE,DF,28,1992,24.5,51,2.08,39,10,0,1,1,0,7,0.29,7,0,0,0,0,0
ENG-Premier League,2122,West Ham,Łukasz Fabiański,POL,GK,36,1985,37.0,3,0.08,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Adama Traoré,ESP,"FW,MF",25,1996,11.9,60,5.06,32,0,20,2,4,2,2,0.17,1,0,0,0,1,0
ENG-Premier League,2122,Wolves,Chem Campbell,WAL,MF,18,2002,0.1,1,6.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Chiquinho,POR,"DF,FW",21,2000,2.3,10,4.33,6,1,1,0,2,0,3,1.3,3,0,0,0,0,0
ENG-Premier League,2122,Wolves,Conor Coady,ENG,DF,28,1993,37.3,8,0.21,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Daniel Podence,POR,"FW,MF",25,1995,16.5,66,4.0,50,0,3,7,4,2,5,0.3,3,0,0,1,0,1
ENG-Premier League,2122,Wolves,Fernando Marçal,BRA,"MF,DF",32,1989,16.1,22,1.37,19,1,0,1,1,0,2,0.12,0,1,0,1,0,0
ENG-Premier League,2122,Wolves,Francisco Trincão,POR,"FW,MF",21,1999,14.8,44,2.97,28,4,9,0,2,1,2,0.13,2,0,0,0,0,0
ENG-Premier League,2122,Wolves,Fábio Silva,POR,FW,19,2002,6.4,16,2.51,9,0,4,3,0,0,2,0.31,1,0,0,1,0,0
ENG-Premier League,2122,Wolves,Hwang Hee-chan,KOR,"FW,MF",25,1996,20.2,37,1.83,26,0,5,2,3,1,2,0.1,1,0,1,0,0,0
ENG-Premier League,2122,Wolves,John Ruddy,ENG,GK,34,1986,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Jonny Castro,ESP,DF,27,1994,11.4,27,2.37,22,0,1,0,2,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,José Sá,POR,GK,28,1993,36.5,4,0.11,3,1,0,0,0,0,1,0.03,0,1,0,0,0,0
ENG-Premier League,2122,Wolves,João Moutinho,POR,MF,34,1986,33.0,82,2.48,53,22,1,4,0,2,4,0.12,3,1,0,0,0,0
ENG-Premier League,2122,Wolves,Ki-Jana Hoever,NED,"DF,MF",19,2002,3.4,3,0.88,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Leander Dendoncker,BEL,MF,26,1995,21.7,27,1.25,25,0,0,1,0,1,7,0.32,5,0,0,1,0,1
ENG-Premier League,2122,Wolves,Luke Cundle,ENG,MF,19,2002,2.0,3,1.5,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Max Kilman,ENG,DF,24,1997,29.9,10,0.33,7,0,1,1,0,1,2,0.07,1,0,0,1,0,0
ENG-Premier League,2122,Wolves,Morgan Gibbs-White,ENG,"DF,FW",21,2000,0.1,1,10.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Nélson Semedo,POR,"MF,DF",27,1993,23.7,44,1.86,33,1,5,2,2,1,1,0.04,1,0,0,0,0,0
ENG-Premier League,2122,Wolves,Pedro Neto,POR,"FW,MF",21,2000,5.2,25,4.82,11,4,3,2,3,2,1,0.19,1,0,0,0,0,0
ENG-Premier League,2122,Wolves,Rayan Aït Nouri,ALG,"DF,MF",20,2001,20.3,45,2.22,30,8,4,0,2,1,6,0.3,4,1,0,0,1,0
ENG-Premier League,2122,Wolves,Raúl Jiménez,MEX,FW,30,1991,29.2,71,2.43,52,1,7,6,4,1,14,0.48,7,0,4,3,0,0
ENG-Premier League,2122,Wolves,Romain Saïss,MAR,DF,31,1990,30.1,16,0.53,15,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Rúben Neves,POR,MF,24,1997,29.6,67,2.27,58,1,1,4,2,1,4,0.14,4,0,0,0,0,0
ENG-Premier League,2122,Wolves,Toti Gomes,POR,DF,22,1999,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2122,Wolves,Willy Boly,CIV,DF,30,1991,10.0,3,0.3,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Aaron Ramsdale,ENG,GK,24,1998,38.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Albert Sambi Lokonga,BEL,MF,22,1999,2.2,4,1.82,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Ben White,ENG,DF,24,1997,33.9,64,1.89,56,7,0,0,1,0,13,0.38,12,1,0,0,0,0
ENG-Premier League,2223,Arsenal,Bukayo Saka,ENG,FW,20,2001,35.3,161,4.56,106,27,8,11,7,2,28,0.79,20,4,2,1,0,1
ENG-Premier League,2223,Arsenal,Cédric Soares,POR,DF,30,1991,0.3,1,3.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Eddie Nketiah,ENG,FW,23,1999,12.1,29,2.4,14,0,6,6,3,0,3,0.25,2,0,0,0,1,0
ENG-Premier League,2223,Arsenal,Emile Smith Rowe,ENG,"MF,FW",22,2000,1.9,9,4.68,6,1,0,2,0,0,1,0.52,1,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Ethan Nwaneri,ENG,FW,15,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Fabio Vieira,POR,"MF,FW",22,2000,5.7,23,4.03,17,2,2,2,0,0,3,0.53,3,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Gabriel Dos Santos,BRA,DF,24,1997,37.9,24,0.63,21,0,0,2,0,1,2,0.05,2,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Gabriel Jesus,BRA,FW,25,1997,22.9,83,3.62,43,1,12,11,13,3,12,0.52,8,0,1,1,2,0
