,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-348,1999,2.7,8,2.91,5,2,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-133,1999,12.7,5,0.4,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-039,1997,13.9,18,1.3,17,0,0,0,1,0,1,0.07,1,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-323,2003,8.0,17,2.12,11,0,2,1,3,0,1,0.12,0,0,0,0,1,0
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,28-015,1996,0.2,1,4.74,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20-355,2004,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,DF,25-128,1999,1.0,2,2.0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-159,1994,0.7,2,2.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Alexander Isak,SWE,FW,25-093,1999,13.3,48,3.6,36,1,4,4,1,2,6,0.45,5,0,0,0,0,1
ENG-Premier League,2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-303,2001,14.1,68,4.81,48,7,7,2,4,0,9,0.64,6,1,1,0,1,0
ENG-Premier League,2425,Newcastle Utd,Bruno Guimarães,BRA,MF,27-037,1997,16.4,50,3.05,43,1,2,0,3,1,6,0.37,5,1,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Callum Wilson,ENG,"FW,MF",32-300,1992,0.7,1,1.48,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Dan Burn,ENG,DF,32-228,1992,16.0,8,0.5,5,1,0,1,1,0,2,0.12,1,1,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Emil Krafth,SWE,DF,30-143,1994,2.7,3,1.12,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Fabian Schär,SUI,DF,33-003,1991,14.3,11,0.77,9,0,0,0,1,1,2,0.14,2,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Harvey Barnes,ENG,FW,27-014,1997,8.3,30,3.59,20,1,3,2,4,0,4,0.48,2,0,1,0,1,0
ENG-Premier League,2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-303,1995,8.6,31,3.6,25,4,1,0,1,0,6,0.7,6,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-125,1999,5.8,21,3.61,19,0,1,1,0,0,2,0.34,2,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-131,1996,14.7,36,2.45,29,2,0,3,0,2,3,0.2,3,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-095,1990,3.9,16,4.13,9,6,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Lewis Hall,ENG,DF,20-106,2004,14.6,41,2.8,31,9,0,0,1,0,3,0.2,3,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Lewis Miley,ENG,MF,18-236,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Lloyd Kelly,ENG,DF,26-078,1998,3.3,2,0.6,2,0,0,0,0,0,1,0.3,1,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Martin Dúbravka,SVK,GK,35-343,1989,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Miguel Almirón,PAR,FW,30-317,1994,1.6,4,2.55,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Nick Pope,ENG,GK,32-248,1992,15.0,3,0.2,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Sandro Tonali,ITA,MF,24-229,2000,9.2,21,2.27,14,1,1,2,2,1,3,0.32,3,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,Sean Longstaff,ENG,MF,27-054,1997,7.9,14,1.76,12,0,1,1,0,0,2,0.25,1,0,0,1,0,0
ENG-Premier League,2425,Newcastle Utd,Valentino Livramento,ENG,DF,22-041,2002,13.3,17,1.28,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Newcastle Utd,William Osula,DEN,"FW,MF",21-141,2003,0.3,1,3.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",22-240,2002,9.8,30,3.05,17,8,0,1,4,0,3,0.31,1,1,0,0,1,0
ENG-Premier League,2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",24-046,2000,13.7,63,4.61,47,3,7,3,3,0,5,0.37,3,0,0,0,2,0
ENG-Premier League,2425,Nott'ham Forest,Chris Wood,NZL,FW,33-016,1991,14.7,15,1.02,11,0,1,2,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Danilo,BRA,MF,23-238,2001,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Elliot Anderson,ENG,"MF,FW",22-047,2002,10.8,51,4.73,22,13,7,6,1,2,9,0.84,3,3,0,1,1,1
ENG-Premier League,2425,Nott'ham Forest,Eric da Silva Moreira,GER,"MF,DF",18-234,2006,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Harry Toffolo,ENG,DF,29-126,1995,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,27-021,1997,2.4,4,1.7,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-052,1994,4.2,9,2.14,5,4,0,0,0,0,1,0.24,0,1,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-144,1999,5.8,23,4.0,17,0,1,2,3,0,3,0.52,2,0,0,0,1,0
ENG-Premier League,2425,Nott'ham Forest,Matz Sels,BEL,GK,32-301,1992,17.0,3,0.18,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Morato,BRA,DF,23-176,2001,2.9,2,0.68,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24-331,2000,11.2,46,4.11,40,0,2,3,1,0,6,0.54,5,0,0,1,0,0
ENG-Premier League,2425,Nott'ham Forest,Murillo,BRA,DF,22-172,2002,16.7,23,1.37,17,3,0,2,0,1,1,0.06,1,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Neco Williams,WAL,DF,23-254,2001,8.2,19,2.32,16,0,0,2,1,0,2,0.24,2,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-178,1998,9.0,11,1.23,7,1,0,2,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Nikola Milenković,SRB,DF,27-072,1997,16.0,10,0.62,8,0,0,1,0,1,2,0.12,2,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Ola Aina,NGA,DF,28-076,1996,16.3,33,2.03,26,4,1,1,0,1,1,0.06,0,0,0,0,0,1
ENG-Premier League,2425,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",25-114,1999,1.7,11,6.6,9,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Ryan Yates,ENG,MF,27-032,1997,13.5,26,1.92,18,0,0,6,1,1,1,0.07,0,0,0,1,0,0
ENG-Premier League,2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-133,1997,2.3,4,1.75,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Willy Boly,CIV,DF,33-324,1991,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Nott'ham Forest,Álex Moreno,ESP,DF,31-198,1993,8.8,10,1.14,10,0,0,0,0,0,2,0.23,2,0,0,0,0,0
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26-223,1998,10.0,1,0.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27-317,1997,10.5,14,1.34,9,1,1,3,0,0,3,0.29,1,0,0,2,0,0
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36-227,1988,3.5,7,2.0,6,0,0,0,1,0,2,0.57,2,0,0,0,0,0
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,35-020,1989,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,FW,25-249,1999,5.0,9,1.8,7,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23-155,2001,10.0,10,1.01,4,0,2,3,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,22-023,2002,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,31-096,1993,2.5,2,0.81,2,0,0,0,0,0,1,0.41,1,0,0,0,0,0
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25-338,1999,14.5,23,1.58,19,2,0,1,0,1,1,0.07,0,1,0,0,0,0
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30-331,1994,8.8,10,1.13,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,James Bree,ENG,DF,27-073,1997,1.6,3,1.84,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28-255,1996,12.9,10,0.78,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,MF,28-155,1996,10.7,18,1.69,16,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29-312,1995,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-312,2002,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,DF,27-254,1997,14.9,22,1.48,11,1,3,3,2,2,4,0.27,3,0,1,0,0,0
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20-272,2004,2.7,5,1.84,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20-166,2004,13.7,27,1.97,19,3,1,3,0,1,3,0.22,2,0,0,0,0,1
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,FW,28-087,1996,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22-206,2002,3.8,1,0.26,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30-209,1994,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21-270,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,"FW,MF",28-165,1996,1.5,2,1.36,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"FW,DF",30-303,1994,3.4,5,1.49,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,DF,28-192,1996,7.3,16,2.19,9,6,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18-158,2006,0.3,2,6.43,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-330,2003,0.7,4,5.54,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-328,2002,14.6,15,1.03,12,0,0,2,1,0,2,0.14,1,0,0,1,0,0
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-286,2006,10.8,36,3.32,21,1,8,2,4,0,3,0.28,2,0,1,0,0,0
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24-306,2000,2.7,9,3.36,7,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,DF,24-178,2000,9.7,27,2.78,21,4,1,1,0,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19-247,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18-286,2006,3.7,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31-243,1993,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,FW,23-214,2001,13.4,26,1.94,21,0,3,2,0,0,4,0.3,3,0,1,0,0,0
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26-240,1998,10.8,16,1.48,13,0,0,3,0,0,2,0.18,2,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-242,2000,14.7,80,5.45,58,10,8,1,3,0,6,0.41,5,0,1,0,0,0
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,22-025,2002,14.5,25,1.73,23,0,0,1,0,1,3,0.21,2,0,0,0,0,1
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,24-136,2000,2.6,5,1.95,3,0,1,1,0,0,3,1.17,2,0,1,0,0,0
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,27-100,1997,13.8,26,1.89,20,0,0,4,1,1,7,0.51,5,0,0,1,1,0
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36-281,1988,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,28-077,1996,12.0,3,0.25,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,28-030,1996,12.0,61,5.08,43,7,4,3,4,0,13,1.08,9,1,2,1,0,0
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18-325,2006,2.3,5,2.2,3,2,0,0,0,0,1,0.44,1,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23-248,2001,8.8,9,1.03,6,0,0,2,1,0,2,0.23,2,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,FW,17-134,2007,0.9,5,5.29,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,22-100,2002,10.1,23,2.27,19,1,1,1,0,1,5,0.49,3,0,1,1,0,0
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,25-101,1999,16.0,52,3.25,36,8,1,4,3,0,3,0.19,1,1,1,0,0,0
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22-324,2002,9.0,3,0.33,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27-227,1997,1.0,3,2.97,2,0,0,0,1,0,1,0.99,1,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27-181,1997,5.9,15,2.52,10,0,1,3,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,FW,32-168,1992,11.8,65,5.49,51,3,8,1,2,0,9,0.76,9,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28-292,1996,4.5,14,3.07,11,0,1,1,1,0,3,0.66,3,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,FW,19-247,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,FW,20-025,2004,1.8,4,2.24,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,28-115,1996,9.2,12,1.31,11,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,35-008,1989,0.4,2,5.63,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,ENG,DF,27-027,1997,15.0,44,2.92,34,2,4,2,0,2,3,0.2,2,0,0,1,0,0
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31-300,1993,7.5,1,0.13,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24-224,2000,0.6,1,1.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,MF,27-356,1997,6.7,29,4.3,18,5,1,3,1,1,1,0.15,1,0,0,0,0,0
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"FW,MF",23-054,2001,7.1,26,3.65,17,3,2,0,3,1,1,0.14,1,0,0,0,0,0
ENG-Premier League,2425,West Ham,Danny Ings,ENG,FW,32-153,1992,2.0,10,5.0,5,0,1,3,1,0,2,1.0,0,0,0,1,1,0
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,27-060,1997,8.8,15,1.7,13,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,DF,30-142,1994,13.1,28,2.14,15,10,0,2,1,0,1,0.08,0,1,0,0,0,0
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30-255,1994,9.2,9,0.98,7,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,30-052,1994,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"FW,MF",28-003,1996,16.7,73,4.36,42,12,5,8,4,2,9,0.54,5,2,1,1,0,0
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24-359,1999,7.7,4,0.52,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,DF,20-056,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,DF,27-012,1997,11.1,11,0.99,8,0,0,2,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,MF,27-118,1997,13.3,46,3.47,37,2,1,3,3,0,5,0.38,2,0,0,2,1,0
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,MF,18-318,2006,0.1,1,6.92,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Max Kilman,ENG,DF,27-214,1997,17.0,15,0.88,13,0,2,0,0,0,3,0.18,2,0,1,0,0,0
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34-270,1990,9.3,22,2.37,14,0,1,5,1,1,4,0.43,0,0,0,4,0,0
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-143,2000,11.0,47,4.27,34,0,8,3,0,2,1,0.09,1,0,0,0,0,0
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31-318,1993,1.9,4,2.13,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,DF,19-011,2005,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,MF,29-300,1995,12.9,29,2.24,21,0,0,5,2,1,2,0.15,1,0,0,0,1,0
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,DF,32-123,1992,4.9,8,1.65,5,3,0,0,0,0,1,0.21,0,1,0,0,0,0
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39-249,1985,9.5,3,0.32,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,DF,20-297,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,André,BRA,MF,23-160,2001,9.1,14,1.54,13,0,0,0,0,1,1,0.11,1,0,0,0,0,0
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,"MF,FW",20-279,2004,2.3,4,1.74,3,0,1,0,0,0,1,0.43,1,0,0,0,0,0
ENG-Premier League,2425,Wolves,Chiquinho,POR,MF,24-322,2000,0.1,2,25.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34-231,1990,9.9,6,0.6,5,0,0,1,0,0,2,0.2,1,0,0,1,0,0
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"MF,FW",29-063,1995,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"FW,MF",28-024,1996,3.8,13,3.42,12,0,1,0,0,0,6,1.58,5,0,1,0,0,0
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28-332,1996,3.7,6,1.6,6,0,0,0,0,0,1,0.27,1,0,0,0,0,0
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-179,1998,8.1,23,2.85,13,1,2,2,3,2,4,0.5,3,0,0,0,0,1
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31-341,1993,10.0,2,0.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23-315,2001,15.1,25,1.66,21,1,2,0,0,1,2,0.13,2,0,0,0,0,0
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-321,2000,15.5,21,1.35,16,1,0,2,2,0,3,0.19,3,0,0,0,0,0
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",31-113,1993,14.8,25,1.69,20,0,2,2,0,1,5,0.34,5,0,0,0,0,0
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-210,1999,15.8,62,3.92,39,9,7,3,2,2,7,0.44,6,0,1,0,0,0
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,DF,32-342,1992,5.9,12,2.02,8,2,0,1,1,0,2,0.34,2,0,0,0,0,0
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,DF,31-037,1993,13.6,23,1.69,17,1,2,0,2,1,4,0.29,4,0,0,0,0,0
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-226,1992,2.0,5,2.49,1,3,1,0,0,0,1,0.5,0,0,1,0,0,0
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-200,2001,15.2,35,2.3,24,2,4,3,1,1,5,0.33,3,1,0,0,0,1
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,"DF,FW",21-169,2003,3.9,5,1.27,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31-273,1993,7.0,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,26-044,1998,8.8,6,0.68,5,1,0,0,0,0,2,0.23,2,0,0,0,0,0
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,23-067,2001,3.8,14,3.73,9,3,1,1,0,0,2,0.53,1,0,1,0,0,0
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25-342,1999,13.0,9,0.69,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23-235,2001,4.9,5,1.02,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
