,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-303,1995,8.6,330,307,21,3,2,5,34,10,8,1,0,0,235,2,14
ENG-Premier League,2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-125,1999,5.8,176,173,1,0,0,2,8,1,0,0,0,0,141,2,4
ENG-Premier League,2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-131,1996,14.7,589,566,21,9,4,1,14,12,0,0,0,0,488,2,10
ENG-Premier League,2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-095,1990,3.9,379,307,72,15,2,0,26,39,17,11,3,0,312,0,4
ENG-Premier League,2425,Newcastle Utd,Lewis Hall,ENG,DF,20-106,2004,14.6,1057,881,172,45,1,1,67,99,28,25,0,0,855,4,15
ENG-Premier League,2425,Newcastle Utd,Lewis Miley,ENG,MF,18-236,2006,0.1,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0
ENG-Premier League,2425,Newcastle Utd,Lloyd Kelly,ENG,DF,26-078,1998,3.3,169,149,20,7,0,0,1,13,0,0,0,0,138,0,4
ENG-Premier League,2425,Newcastle Utd,Martin Dúbravka,SVK,GK,35-343,1989,2.0,81,66,15,4,0,0,0,0,0,0,0,0,70,0,0
ENG-Premier League,2425,Newcastle Utd,Miguel Almirón,PAR,FW,30-317,1994,1.6,56,54,1,0,1,0,0,1,0,0,0,0,45,1,2
ENG-Premier League,2425,Newcastle Utd,Nick Pope,ENG,GK,32-248,1992,15.0,441,291,150,38,0,0,0,0,0,0,0,0,314,0,0
ENG-Premier League,2425,Newcastle Utd,Sandro Tonali,ITA,MF,24-229,2000,9.2,434,417,16,7,1,0,18,2,7,5,1,0,353,1,7
ENG-Premier League,2425,Newcastle Utd,Sean Longstaff,ENG,MF,27-054,1997,7.9,308,304,3,1,2,3,5,0,1,0,0,1,261,1,11
ENG-Premier League,2425,Newcastle Utd,Valentino Livramento,ENG,DF,22-041,2002,13.3,690,568,120,8,0,0,23,111,1,0,0,0,574,2,11
ENG-Premier League,2425,Newcastle Utd,William Osula,DEN,"FW,MF",21-141,2003,0.3,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2425,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",22-240,2002,9.8,285,236,48,11,0,0,70,1,36,20,15,0,176,1,9
ENG-Premier League,2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",24-046,2000,13.7,479,462,15,1,1,2,46,3,4,3,1,0,392,2,12
ENG-Premier League,2425,Nott'ham Forest,Chris Wood,NZL,FW,33-016,1991,14.7,216,214,0,0,0,1,1,0,0,0,0,0,136,2,4
ENG-Premier League,2425,Nott'ham Forest,Danilo,BRA,MF,23-238,2001,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Nott'ham Forest,Elliot Anderson,ENG,"MF,FW",22-047,2002,10.8,501,451,48,13,3,2,44,1,28,12,14,0,398,2,13
ENG-Premier League,2425,Nott'ham Forest,Eric da Silva Moreira,GER,"MF,DF",18-234,2006,0.3,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0
ENG-Premier League,2425,Nott'ham Forest,Harry Toffolo,ENG,DF,29-126,1995,0.4,31,20,11,0,0,0,3,10,1,1,0,0,23,0,2
ENG-Premier League,2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,27-021,1997,2.4,113,107,6,6,0,0,0,0,0,0,0,0,86,0,5
ENG-Premier League,2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-052,1994,4.2,178,154,23,14,0,1,19,0,8,3,5,0,142,1,1
ENG-Premier League,2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-144,1999,5.8,118,117,0,0,1,1,13,0,0,0,0,0,72,1,9
ENG-Premier League,2425,Nott'ham Forest,Matz Sels,BEL,GK,32-301,1992,17.0,448,287,156,43,0,0,0,0,0,0,0,0,228,5,0
ENG-Premier League,2425,Nott'ham Forest,Morato,BRA,DF,23-176,2001,2.9,77,71,4,2,0,0,0,1,0,0,0,0,58,2,4
ENG-Premier League,2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24-331,2000,11.2,472,464,3,3,8,5,10,0,0,0,0,0,369,5,13
ENG-Premier League,2425,Nott'ham Forest,Murillo,BRA,DF,22-172,2002,16.7,672,592,77,43,5,9,4,0,0,0,0,0,539,3,3
ENG-Premier League,2425,Nott'ham Forest,Neco Williams,WAL,DF,23-254,2001,8.2,293,239,53,10,0,0,17,43,0,0,0,0,222,1,11
ENG-Premier League,2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-178,1998,9.0,426,414,8,5,1,0,1,1,0,0,0,0,365,4,5
ENG-Premier League,2425,Nott'ham Forest,Nikola Milenković,SRB,DF,27-072,1997,16.0,459,434,18,18,0,1,0,0,0,0,0,0,386,7,0
ENG-Premier League,2425,Nott'ham Forest,Ola Aina,NGA,DF,28-076,1996,16.3,717,577,138,8,0,2,30,130,0,0,0,0,537,2,20
ENG-Premier League,2425,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",25-114,1999,1.7,57,50,6,2,0,0,7,1,3,2,1,0,39,1,2
ENG-Premier League,2425,Nott'ham Forest,Ryan Yates,ENG,MF,27-032,1997,13.5,503,461,39,18,0,0,3,0,1,0,0,0,425,3,10
ENG-Premier League,2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-133,1997,2.3,44,44,0,0,1,0,1,0,0,0,0,0,28,0,1
ENG-Premier League,2425,Nott'ham Forest,Willy Boly,CIV,DF,33-324,1991,1.0,55,55,0,0,0,0,0,0,0,0,0,0,44,0,0
ENG-Premier League,2425,Nott'ham Forest,Álex Moreno,ESP,DF,31-198,1993,8.8,342,273,66,1,2,1,13,65,0,0,0,0,243,3,9
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26-223,1998,10.0,453,383,69,25,0,3,0,0,0,0,0,0,327,1,0
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27-317,1997,10.5,209,191,16,0,0,1,11,3,0,0,0,0,168,2,10
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36-227,1988,3.5,228,223,4,3,1,0,2,0,0,0,0,0,200,1,3
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,35-020,1989,4.0,117,97,20,3,0,1,0,0,0,0,0,0,90,0,1
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,FW,25-249,1999,5.0,166,163,2,1,1,0,5,1,0,0,0,0,128,1,3
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23-155,2001,10.0,138,126,12,0,1,0,2,0,0,0,0,0,113,0,4
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,22-023,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,31-096,1993,2.5,153,124,28,5,0,0,9,21,2,1,1,0,130,1,3
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25-338,1999,14.5,734,710,23,23,6,0,2,0,0,0,0,0,669,1,7
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30-331,1994,8.8,619,585,34,16,0,1,0,10,0,0,0,0,576,0,2
ENG-Premier League,2425,Southampton,James Bree,ENG,DF,27-073,1997,1.6,99,85,13,2,0,0,5,7,3,2,0,0,86,1,0
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28-255,1996,12.9,1050,983,66,22,0,6,0,0,0,0,0,0,982,1,4
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,MF,28-155,1996,10.7,435,425,9,1,1,0,7,4,0,0,0,0,378,1,11
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29-312,1995,3.0,151,128,22,7,0,0,0,0,0,0,0,0,106,1,0
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-312,2002,0.7,18,18,0,0,0,0,1,0,0,0,0,0,15,0,1
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,DF,27-254,1997,14.9,892,787,103,26,1,0,25,68,2,0,0,0,806,2,12
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20-272,2004,2.7,109,108,1,1,0,0,2,0,0,0,0,0,94,0,5
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20-166,2004,13.7,581,528,53,21,8,3,40,5,18,15,2,0,469,0,18
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,FW,28-087,1996,0.8,22,20,2,0,0,0,3,0,2,2,0,0,17,0,0
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22-206,2002,3.8,238,231,7,2,0,0,0,0,0,0,0,0,231,0,0
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30-209,1994,1.3,33,32,0,0,0,1,0,0,0,0,0,0,20,1,0
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21-270,2003,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,"FW,MF",28-165,1996,1.5,45,44,1,1,0,0,0,0,0,0,0,0,36,0,1
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"FW,DF",30-303,1994,3.4,102,96,5,0,0,0,12,3,2,2,0,0,76,1,2
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,DF,28-192,1996,7.3,326,253,68,20,0,2,34,32,16,13,0,0,258,5,12
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18-158,2006,0.3,9,8,1,0,0,0,2,0,1,0,0,0,8,0,0
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-330,2003,0.7,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-328,2002,14.6,1135,1084,50,43,2,6,6,5,0,0,0,0,1009,1,6
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-286,2006,10.8,311,288,20,4,7,1,18,1,8,6,0,0,246,3,7
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24-306,2000,2.7,127,99,27,3,0,0,19,3,15,8,4,0,91,1,6
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,DF,24-178,2000,9.7,563,482,80,15,0,5,42,59,6,2,4,0,455,1,16
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19-247,2005,0.2,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18-286,2006,3.7,302,278,23,6,0,0,2,16,0,0,0,0,270,1,5
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31-243,1993,3.0,177,164,12,3,0,4,0,0,0,0,0,0,160,1,2
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,FW,23-214,2001,13.4,359,351,7,0,0,0,29,7,0,0,0,0,251,1,21
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26-240,1998,10.8,880,806,72,56,4,1,3,2,0,0,0,0,793,2,5
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-242,2000,14.7,504,442,61,1,6,0,65,5,51,21,0,0,361,1,27
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,22-025,2002,14.5,775,651,123,23,0,0,17,100,0,0,0,0,675,1,24
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,24-136,2000,2.6,171,157,13,2,1,1,2,11,0,0,0,0,159,1,3
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,27-100,1997,13.8,215,181,33,0,2,1,4,2,0,0,0,0,156,1,7
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36-281,1988,5.0,151,94,56,11,0,0,0,0,0,0,0,0,131,1,0
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,28-077,1996,12.0,460,413,47,10,0,0,0,0,0,0,0,0,421,0,1
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,28-030,1996,12.0,739,654,83,28,8,5,69,3,49,30,6,0,594,2,7
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18-325,2006,2.3,179,167,11,3,0,1,9,4,4,2,2,0,160,1,1
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23-248,2001,8.8,645,611,33,16,0,1,0,3,0,0,0,0,589,1,5
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,FW,17-134,2007,0.9,22,18,4,0,0,0,4,1,3,1,0,0,15,0,0
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,22-100,2002,10.1,558,547,9,4,0,3,5,5,0,0,0,0,487,2,9
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,25-101,1999,16.0,1018,839,175,24,3,9,95,130,21,2,16,0,755,4,36
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22-324,2002,9.0,549,515,34,28,0,3,0,2,0,0,0,0,473,0,4
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27-227,1997,1.0,34,34,0,0,0,0,4,0,0,0,0,0,23,0,2
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27-181,1997,5.9,391,380,11,10,0,0,0,1,0,0,0,0,356,0,6
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,FW,32-168,1992,11.8,485,460,24,5,2,2,31,5,10,7,0,0,393,1,14
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28-292,1996,4.5,192,182,8,2,2,1,23,6,0,0,0,0,125,2,12
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,FW,19-247,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,FW,20-025,2004,1.8,78,74,1,0,0,0,5,1,0,0,0,0,59,3,4
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,28-115,1996,9.2,541,510,29,28,2,2,1,1,0,0,0,0,483,2,5
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,35-008,1989,0.4,36,29,7,2,0,1,4,4,1,1,0,0,26,0,1
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,ENG,DF,27-027,1997,15.0,725,627,97,4,3,1,30,93,0,0,0,0,590,1,16
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31-300,1993,7.5,289,204,82,16,0,0,0,0,0,0,0,0,211,3,1
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24-224,2000,0.6,47,47,0,0,1,0,0,0,0,0,0,0,46,0,0
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,MF,27-356,1997,6.7,304,277,27,13,4,3,16,1,11,5,3,0,257,0,3
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"FW,MF",23-054,2001,7.1,205,192,13,2,3,0,18,2,8,6,0,0,155,0,10
ENG-Premier League,2425,West Ham,Danny Ings,ENG,FW,32-153,1992,2.0,65,61,3,0,1,0,3,0,0,0,0,0,42,1,3
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,27-060,1997,8.8,446,432,9,6,3,4,1,3,0,0,0,0,383,5,3
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,DF,30-142,1994,13.1,635,495,136,16,1,1,43,99,21,5,13,0,509,4,6
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30-255,1994,9.2,420,411,9,8,1,4,4,1,0,0,0,0,351,0,12
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,30-052,1994,0.2,15,12,3,1,0,0,3,0,2,2,0,0,11,0,0
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"FW,MF",28-003,1996,16.7,439,376,60,2,6,2,71,1,44,28,15,0,304,3,20
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24-359,1999,7.7,361,350,9,7,0,1,1,2,0,0,0,0,317,2,1
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,DF,20-056,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,DF,27-012,1997,11.1,608,576,31,19,1,12,2,12,0,0,0,0,515,1,6
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,MF,27-118,1997,13.3,687,635,49,18,5,6,18,5,4,1,3,0,524,3,11
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,MF,18-318,2006,0.1,4,3,1,0,0,0,1,0,1,0,1,0,2,0,0
ENG-Premier League,2425,West Ham,Max Kilman,ENG,DF,27-214,1997,17.0,884,860,22,17,0,10,0,1,0,0,0,0,760,2,4
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34-270,1990,9.3,188,175,11,0,3,6,25,7,0,0,0,0,114,2,14
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-143,2000,11.0,338,333,4,2,2,4,35,1,1,0,0,0,279,1,15
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31-318,1993,1.9,36,34,2,0,0,1,0,0,0,0,0,0,25,0,2
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,DF,19-011,2005,0.4,17,14,2,0,0,0,1,2,0,0,0,0,8,1,0
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,MF,29-300,1995,12.9,438,430,7,6,0,5,7,1,0,0,0,0,320,1,11
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,DF,32-123,1992,4.9,239,187,52,5,0,0,13,47,0,0,0,0,171,0,6
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39-249,1985,9.5,348,240,107,33,0,0,0,0,0,0,0,0,216,1,0
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,DF,20-297,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Wolves,André,BRA,MF,23-160,2001,9.1,422,411,10,7,1,5,0,1,0,0,0,0,388,1,6
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,"MF,FW",20-279,2004,2.3,71,70,1,0,0,0,8,1,0,0,0,0,45,0,8
ENG-Premier League,2425,Wolves,Chiquinho,POR,MF,24-322,2000,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34-231,1990,9.9,514,484,29,19,1,10,0,0,0,0,0,0,446,1,0
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"MF,FW",29-063,1995,0.5,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"FW,MF",28-024,1996,3.8,109,100,8,0,0,2,8,3,0,0,0,0,71,1,4
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28-332,1996,3.7,98,90,8,1,0,0,5,5,0,0,0,0,83,0,6
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-179,1998,8.1,202,194,8,2,1,2,15,2,0,0,0,0,158,0,10
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31-341,1993,10.0,320,239,81,30,0,0,0,0,0,0,0,0,196,0,1
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23-315,2001,15.1,662,633,28,14,1,2,11,4,0,0,0,0,555,1,11
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-321,2000,15.5,221,213,8,0,0,1,4,0,0,0,0,0,134,0,9
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",31-113,1993,14.8,588,557,26,9,5,4,9,9,0,0,0,0,474,5,7
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-210,1999,15.8,542,448,90,27,7,8,74,10,35,13,15,2,382,4,20
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,DF,32-342,1992,5.9,322,264,57,6,0,4,11,51,0,0,0,0,251,1,5
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,DF,31-037,1993,13.6,608,529,77,6,0,2,15,71,0,0,0,0,494,2,11
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-226,1992,2.0,94,76,15,4,0,0,10,3,6,6,0,0,60,3,5
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-200,2001,15.2,721,592,125,24,1,4,26,99,2,0,1,0,610,4,18
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,"DF,FW",21-169,2003,3.9,120,113,7,0,1,0,9,6,1,0,1,0,78,0,5
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31-273,1993,7.0,278,230,47,22,0,0,0,0,0,0,0,0,184,1,2
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,26-044,1998,8.8,408,389,18,11,0,3,0,2,0,0,0,0,347,1,7
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,23-067,2001,3.8,271,241,26,15,0,6,11,2,8,5,3,0,222,4,3
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25-342,1999,13.0,729,674,54,13,0,1,5,27,0,0,0,0,609,1,9
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23-235,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3
