,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29-250,1995,10.6,451,395,52,15,1,1,35,0,26,15,2,0,350,4,4
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31-357,1993,11.9,419,407,10,3,0,1,7,0,0,0,0,0,344,2,14
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,23-104,2001,0.4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39-167,1985,13.3,642,509,129,8,2,1,34,120,1,1,0,0,469,4,11
ENG-Premier League,2425,Everton,Beto,GNB,FW,26-327,1998,2.3,22,20,2,0,0,1,0,0,0,0,0,0,11,0,0
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27-282,1997,13.7,207,207,0,0,0,1,4,0,0,0,0,0,128,0,10
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",25-031,1999,12.7,514,422,88,28,8,5,91,4,39,26,5,4,377,4,15
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,17-339,2007,0.0,5,4,0,0,0,0,1,0,0,0,0,0,2,1,0
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,35-088,1989,12.9,552,536,15,4,2,2,4,2,0,0,0,0,475,1,13
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,24-292,2000,14.0,359,348,11,2,0,1,23,3,5,3,0,0,292,0,9
ENG-Premier League,2425,Everton,Jack Harrison,ENG,FW,28-033,1996,8.9,221,208,8,3,2,0,25,3,1,1,0,0,147,5,10
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23-222,2001,0.4,21,17,4,0,0,0,0,4,0,0,0,0,18,0,0
ENG-Premier League,2425,Everton,James Garner,ENG,"DF,MF",23-285,2001,2.8,102,78,22,0,0,0,6,22,0,0,0,0,68,2,8
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,32-034,1992,15.9,588,562,22,20,0,8,0,0,0,0,0,0,481,4,9
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22-179,2002,7.1,274,267,6,6,0,0,1,0,0,0,0,0,235,1,2
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,24-298,2000,6.0,194,164,27,7,1,0,38,2,18,8,5,2,126,3,10
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30-291,1994,16.0,634,424,202,83,0,3,0,0,0,0,0,0,395,8,0
ENG-Premier League,2425,Everton,Mason Holgate,ENG,"FW,DF",28-062,1996,0.1,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31-347,1993,9.0,308,303,1,1,0,11,1,0,0,0,0,0,253,4,5
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,23-068,2001,0.2,14,12,2,0,1,0,1,2,0,0,0,0,12,0,0
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26-280,1998,8.5,279,275,3,3,0,0,3,0,0,0,0,0,246,1,5
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19-363,2004,1.0,19,16,3,0,0,0,0,3,0,0,0,0,11,0,0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,36-073,1988,1.2,49,38,11,0,0,0,2,11,0,0,0,0,36,0,1
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21-176,2003,4.3,99,97,0,0,0,0,0,0,0,0,0,0,70,2,4
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25-208,1999,13.3,511,396,112,6,0,0,29,106,0,0,0,0,386,3,12
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",28-333,1996,9.4,290,290,0,0,2,1,44,0,0,0,0,0,207,0,7
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",28-234,1996,16.4,721,697,19,4,10,12,48,12,2,0,1,0,547,5,26
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28-357,1996,11.2,537,419,115,30,2,6,95,4,60,27,28,0,368,3,12
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,DF,27-137,1997,17.0,973,826,143,8,0,1,75,135,0,0,0,0,738,4,24
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32-294,1992,17.0,664,549,114,40,0,0,0,0,0,0,0,0,540,1,0
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24-358,1999,16.0,960,889,70,24,0,6,1,0,0,0,0,0,859,1,6
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,MF,29-273,1995,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24-148,2000,12.1,561,542,17,4,2,1,8,1,1,0,0,0,505,2,11
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29-331,1995,0.7,39,34,5,3,0,0,5,0,1,0,1,0,28,0,3
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",27-276,1997,4.7,166,143,23,9,1,2,19,2,12,7,3,0,119,0,2
ENG-Premier League,2425,Fulham,Issa Diop,FRA,DF,27-349,1997,9.4,461,442,19,17,0,1,1,0,0,0,0,0,399,0,2
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22-029,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28-206,1996,7.7,549,514,33,28,0,14,1,4,0,0,0,0,458,2,2
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25-036,1999,1.0,37,30,7,2,0,0,0,0,0,0,0,0,30,0,0
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17-355,2007,0.8,29,29,0,0,0,0,1,0,0,0,0,0,25,0,0
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,29-075,1995,14.0,706,585,118,3,1,2,19,115,0,0,0,0,576,3,19
ENG-Premier League,2425,Fulham,Martial Godo,ENG,FW,21-284,2003,0.2,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33-232,1991,11.1,249,247,1,0,3,1,9,1,0,0,0,0,170,1,15
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25-013,1999,5.4,268,261,6,0,2,2,23,1,5,3,1,0,232,1,2
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23-233,2001,5.9,68,63,4,0,0,2,0,0,0,0,0,0,47,1,2
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,MF,24-219,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26-313,1998,10.6,490,467,23,22,1,2,1,1,0,0,0,0,441,0,4
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,28-132,1996,9.9,474,444,29,15,1,2,16,0,14,4,6,0,420,1,9
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29-018,1995,3.0,178,149,29,4,0,0,5,25,0,0,0,0,150,0,0
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33-338,1991,2.8,252,244,8,3,0,0,6,1,3,0,3,0,233,0,5
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-297,2002,1.3,24,24,0,0,0,0,0,0,0,0,0,0,20,0,1
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26-046,1998,16.0,570,432,135,46,0,2,0,0,0,0,0,0,411,3,0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-039,1997,8.6,353,286,67,16,0,1,3,51,0,0,0,0,291,0,4
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-334,2000,5.7,220,162,58,6,1,0,10,51,1,1,0,0,160,0,14
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29-063,1995,9.0,452,415,33,17,1,0,0,0,0,0,0,0,364,4,2
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-236,1997,2.6,43,43,0,0,0,0,4,0,0,0,0,0,32,0,5
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29-044,1995,1.0,42,32,10,4,0,0,0,0,0,0,0,0,33,0,0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-311,1997,6.8,229,207,22,2,9,0,9,1,0,0,0,0,170,0,3
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,MF,31-294,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25-294,1999,13.7,707,694,11,6,0,7,3,4,0,0,0,0,556,2,4
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,27-114,1997,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
ENG-Premier League,2425,Ipswich Town,George Hirst,ENG,FW,25-312,1999,2.0,42,42,0,0,0,0,1,0,0,0,0,0,22,0,2
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23-296,2001,4.2,233,208,25,2,1,0,5,23,0,0,0,0,187,0,4
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,FW,24-030,2000,5.6,163,149,13,2,0,2,9,4,5,5,0,0,121,1,9
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26-183,1998,3.7,197,193,4,1,2,1,4,0,3,3,0,0,164,0,2
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,24-102,2000,8.0,392,362,28,16,0,0,0,2,0,0,0,0,342,2,1
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,25-135,1999,6.7,275,248,27,11,1,1,4,16,0,0,0,0,227,0,4
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,29-021,1995,6.3,288,262,25,14,1,5,13,1,10,8,1,1,226,1,5
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24-346,2000,17.0,729,539,187,31,3,2,89,100,56,38,10,0,523,3,14
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21-319,2003,13.2,148,144,3,0,6,1,0,1,0,0,0,0,90,1,5
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-063,1998,4.2,216,208,6,5,0,2,0,1,0,0,0,0,190,2,0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,28-303,1996,0.5,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,32-089,1992,1.6,45,43,1,1,0,0,0,0,0,0,0,0,32,1,1
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"FW,MF",26-262,1998,0.6,22,21,1,0,0,0,1,1,0,0,0,0,17,0,1
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-054,2003,15.1,439,411,24,0,4,2,36,1,0,0,0,0,332,4,26
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,33-104,1991,15.9,826,799,23,22,1,2,9,0,0,0,0,0,729,4,14
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,FW,29-090,1995,9.1,164,156,8,1,0,0,12,0,5,5,0,0,125,0,9
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,FW,30-030,1994,8.1,209,201,8,1,0,1,40,7,0,0,0,0,131,0,20
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-290,2004,6.4,197,186,11,1,2,2,30,9,1,0,0,0,123,0,18
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-227,2004,6.3,304,265,38,8,3,2,18,6,8,6,2,0,231,1,8
ENG-Premier League,2425,Leicester City,Bobby Reid,JAM,"FW,MF",31-325,1993,3.1,95,90,5,0,0,0,5,4,0,0,0,0,69,0,5
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25-300,1999,6.3,349,346,2,1,1,1,1,1,0,0,0,0,304,1,4
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23-163,2001,8.7,457,422,35,15,0,3,1,0,0,0,0,0,394,0,5
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31-302,1993,5.1,274,269,5,3,1,1,0,0,0,0,0,0,246,0,3
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31-184,1993,1.5,54,45,9,0,0,0,0,0,0,0,0,0,42,0,0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",20-000,2004,10.2,339,297,41,14,6,3,28,8,15,9,1,0,256,1,5
ENG-Premier League,2425,Leicester City,Hamza Choudhury,ENG,"MF,DF",27-083,1997,1.2,65,63,2,1,0,0,2,1,0,0,0,0,57,0,1
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28-325,1996,10.1,604,545,57,33,2,2,27,3,16,11,3,0,522,2,6
ENG-Premier League,2425,Leicester City,James Justin,ENG,DF,26-304,1998,15.5,744,605,138,9,0,1,25,129,0,0,0,0,589,1,17
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37-347,1987,14.2,176,148,25,0,1,0,6,0,0,0,0,0,114,3,6
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,32-142,1992,7.7,479,442,36,14,0,0,0,0,0,0,0,0,433,1,3
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-103,1991,8.2,222,212,10,3,2,1,19,3,3,1,2,0,172,0,6
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,"FW,MF",23-031,2001,3.7,109,103,4,0,0,0,10,4,0,0,0,0,75,2,7
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23-196,2001,1.0,57,45,11,1,0,0,3,9,1,1,0,0,40,1,3
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24-165,2000,15.5,596,453,140,47,0,1,0,0,0,0,0,0,382,3,0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26-342,1998,0.3,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,24-098,2000,7.6,305,301,3,3,2,0,2,0,0,0,0,0,263,1,8
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",26-075,1998,1.2,21,18,3,0,1,0,0,1,0,0,0,0,10,0,4
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,31-078,1993,1.6,88,74,14,2,0,0,1,12,0,0,0,0,76,0,1
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26-206,1998,9.4,335,319,13,2,4,0,30,7,4,2,1,0,249,3,12
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,22-007,2002,14.5,752,590,156,30,1,1,49,114,12,9,2,0,578,6,12
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,28-007,1996,13.5,534,522,11,6,4,1,12,5,0,0,0,0,430,1,11
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26-264,1998,14.0,684,656,27,15,1,3,2,4,0,0,0,0,587,1,5
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25-365,1998,11.7,609,585,21,8,2,3,8,4,9,3,2,0,525,3,15
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,32-082,1992,7.9,276,243,32,9,1,0,0,0,0,0,0,0,231,1,0
ENG-Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,30-287,1994,12.6,882,729,151,25,3,4,62,90,36,27,5,0,742,2,15
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,26-030,1998,8.0,296,265,31,16,0,0,0,0,0,0,0,0,221,0,1
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,FW,25-230,1999,8.4,278,268,8,2,1,4,33,5,1,0,0,0,207,2,6
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21-167,2003,2.6,192,163,29,3,0,1,1,26,0,0,0,0,166,0,2
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,MF,23-328,2001,7.3,407,390,16,1,0,0,3,6,1,0,0,0,385,1,2
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25-182,1999,7.2,120,117,2,0,1,5,1,2,0,0,0,0,87,1,9
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,28-019,1996,5.9,137,135,1,0,0,2,6,1,0,0,0,0,95,1,8
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-059,2000,12.4,649,588,61,13,2,8,22,18,7,6,1,0,551,0,12
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,27-059,1997,0.2,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,"FW,DF",21-263,2003,0.3,48,38,9,1,0,0,8,3,4,2,1,0,37,1,0
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25-212,1999,10.8,742,726,15,15,0,1,0,0,0,0,0,0,678,1,3
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21-329,2003,1.9,125,110,15,5,0,0,2,10,0,0,0,0,106,0,1
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27-214,1997,4.4,294,277,17,12,0,3,1,5,0,0,0,0,260,0,2
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28-225,1996,2.6,209,173,36,3,1,1,13,23,10,10,0,0,180,0,2
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,FW,27-345,1997,10.7,343,333,9,1,0,0,10,8,0,0,0,0,290,1,9
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32-191,1992,15.6,468,453,12,4,5,2,27,8,0,0,0,0,332,3,20
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22-221,2002,15.7,951,940,11,10,4,2,2,1,0,0,0,0,853,0,9
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-077,1998,12.6,835,678,151,37,5,10,72,85,29,21,4,1,590,6,11
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33-168,1991,16.0,1253,1159,93,26,0,12,0,4,0,0,0,0,1144,1,3
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23-153,2001,0.1,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31-318,1993,0.3,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-135,1994,15.3,867,804,62,24,3,4,38,22,9,2,0,0,742,1,21
ENG-Premier League,2425,Manchester City,Ederson,BRA,GK,31-128,1993,13.0,463,407,56,18,0,1,0,0,0,0,0,0,400,0,1
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24-155,2000,17.0,182,176,5,0,1,0,1,1,0,0,0,0,122,1,5
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-104,1995,6.4,339,323,16,3,0,0,20,4,9,4,0,0,293,0,10
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-049,2005,1.0,107,102,5,3,0,0,0,1,0,0,0,0,99,0,0
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,"FW,MF",22-066,2002,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-210,2002,6.9,324,320,2,0,6,0,28,0,2,0,0,0,254,2,17
ENG-Premier League,2425,Manchester City,John Stones,ENG,"DF,MF",30-209,1994,3.7,256,248,8,6,0,1,0,0,0,0,0,0,231,0,2
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22-335,2002,15.5,1167,1078,86,19,1,1,11,67,0,0,0,0,1068,3,13
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,MF,33-178,1991,7.0,526,445,77,13,6,5,59,12,43,11,9,2,404,4,20
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34-209,1990,10.2,777,686,91,16,2,7,14,75,0,0,0,0,677,0,8
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29-157,1995,12.2,981,956,24,10,4,6,10,9,0,0,0,0,920,1,3
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,MF,30-231,1994,10.9,864,846,17,16,2,2,0,0,0,0,0,0,808,1,8
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-118,1998,5.9,335,311,24,2,2,1,19,14,7,5,0,0,284,0,7
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29-309,1995,3.3,257,243,14,7,0,0,1,7,0,0,0,0,238,0,2
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24-209,2000,9.0,460,415,45,12,3,1,41,1,23,18,3,0,389,0,12
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",20-032,2004,12.4,675,612,63,13,2,0,2,50,0,0,0,0,616,0,12
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28-184,1996,0.7,61,60,1,1,0,0,0,0,0,0,0,0,57,0,0
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,DF,27-223,1997,12.1,1123,1086,35,21,0,3,2,2,0,0,0,0,1056,2,9
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,32-047,1992,4.0,160,132,27,8,0,0,0,0,0,0,0,0,138,1,1
ENG-Premier League,2425,Manchester City,Sávio,BRA,"FW,MF",20-257,2004,8.1,407,384,23,3,3,4,48,4,15,9,2,0,321,0,13
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,34-060,1990,12.4,857,793,63,17,5,2,43,1,35,23,3,0,760,1,11
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,"FW,MF",20-175,2004,10.9,349,340,8,2,1,8,23,5,1,1,0,0,278,1,16
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"FW,DF",22-165,2002,10.8,508,459,46,2,2,0,22,26,18,12,1,1,421,3,12
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28-265,1996,17.0,716,629,85,36,1,2,0,0,0,0,0,0,560,2,0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24-303,2000,0.6,18,17,1,0,0,0,1,1,0,0,0,0,13,0,1
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-106,1994,15.9,941,853,83,29,9,8,69,11,30,13,6,2,715,5,27
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32-304,1992,8.3,491,470,14,12,5,4,13,2,0,0,0,0,393,7,12
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32-313,1992,5.6,345,298,47,10,3,4,39,3,33,13,9,5,285,0,3
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,DF,25-280,1999,16.6,915,782,130,13,3,6,25,117,0,0,0,0,754,3,18
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31-293,1993,6.0,376,358,18,8,0,3,2,1,0,0,0,0,326,0,2
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36-355,1988,3.2,196,177,19,5,0,0,0,3,0,0,0,0,174,0,1
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23-215,2001,7.3,197,193,3,0,1,1,3,0,0,0,0,0,147,1,7
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-248,2005,10.1,482,466,13,6,2,3,3,5,0,0,0,0,422,3,9
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,19-040,2005,1.7,87,85,2,2,0,0,0,0,0,0,0,0,80,0,0
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-340,1998,13.8,990,940,48,12,4,3,6,15,0,0,0,0,894,2,5
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29-164,1995,0.8,101,101,0,0,0,1,0,0,0,0,0,0,89,0,1
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-256,2001,7.2,329,322,5,2,2,2,0,1,0,0,0,0,300,2,0
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,"FW,MF",27-053,1997,10.9,343,334,9,1,6,5,27,4,1,1,0,0,253,0,10
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-348,1999,2.7,95,87,8,5,0,0,6,0,3,3,0,0,76,0,3
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-133,1999,12.7,799,778,19,12,0,2,3,0,0,0,0,0,732,2,5
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-039,1997,13.9,886,781,104,14,3,2,8,88,0,0,0,0,764,1,17
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-323,2003,8.0,129,114,14,0,2,0,3,0,0,0,0,0,103,1,2
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,28-015,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20-355,2004,0.5,19,19,0,0,0,0,0,0,0,0,0,0,15,0,2
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,DF,25-128,1999,1.0,52,47,5,0,0,0,1,5,0,0,0,0,46,0,2
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-159,1994,0.7,38,36,2,1,0,0,1,1,0,0,0,0,35,0,0
ENG-Premier League,2425,Newcastle Utd,Alexander Isak,SWE,FW,25-093,1999,13.3,294,256,37,0,4,1,10,5,2,0,0,0,217,1,8
ENG-Premier League,2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-303,2001,14.1,503,432,67,12,5,1,67,20,31,20,6,0,365,4,17
ENG-Premier League,2425,Newcastle Utd,Bruno Guimarães,BRA,MF,27-037,1997,16.4,810,756,51,50,11,4,10,1,0,0,0,0,665,3,18
ENG-Premier League,2425,Newcastle Utd,Callum Wilson,ENG,"FW,MF",32-300,1992,0.7,8,5,2,0,0,0,0,0,0,0,0,0,6,1,1
ENG-Premier League,2425,Newcastle Utd,Dan Burn,ENG,DF,32-228,1992,16.0,893,878,15,11,0,3,1,2,0,0,0,0,809,0,4
ENG-Premier League,2425,Newcastle Utd,Emil Krafth,SWE,DF,30-143,1994,2.7,74,71,3,3,0,0,0,0,0,0,0,0,59,0,1
ENG-Premier League,2425,Newcastle Utd,Fabian Schär,SUI,DF,33-003,1991,14.3,937,896,37,34,3,16,3,3,0,0,0,0,779,4,3
ENG-Premier League,2425,Newcastle Utd,Harvey Barnes,ENG,FW,27-014,1997,8.3,271,268,2,0,1,1,23,2,0,0,0,0,212,1,7
