,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,22-007,2002,14.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,28-007,1996,13.5,0,12,6,50.0,0.89,0.44,0.0,0.0,13.6,0,0,0,1.4,1.4,0.12,-1.4,-1.4
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26-264,1998,14.0,1,7,1,14.3,0.5,0.07,0.14,1.0,9.1,0,0,0,0.9,0.9,0.13,0.1,0.1
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25-365,1998,11.7,1,11,6,54.5,0.94,0.51,0.09,0.17,16.8,0,0,0,1.0,1.0,0.09,0.0,0.0
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,32-082,1992,7.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,30-287,1994,12.6,0,4,2,50.0,0.32,0.16,0.0,0.0,12.9,0,0,0,0.5,0.5,0.12,-0.5,-0.5
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,26-030,1998,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,FW,25-230,1999,8.4,3,25,8,32.0,2.97,0.95,0.12,0.38,15.9,0,0,0,2.9,2.9,0.12,0.1,0.1
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21-167,2003,2.6,0,5,2,40.0,1.91,0.76,0.0,0.0,14.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,MF,23-328,2001,7.3,2,15,7,46.7,2.05,0.95,0.13,0.29,15.5,0,0,0,1.9,1.9,0.13,0.1,0.1
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25-182,1999,7.2,2,17,7,41.2,2.36,0.97,0.12,0.29,15.4,0,0,0,2.2,2.2,0.13,-0.2,-0.2
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,28-019,1996,5.9,3,17,4,23.5,2.9,0.68,0.18,0.75,12.0,0,0,0,3.2,3.2,0.19,-0.2,-0.2
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-059,2000,12.4,2,26,8,30.8,2.09,0.64,0.08,0.25,18.3,1,0,0,3.7,3.7,0.14,-1.7,-1.7
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,27-059,1997,0.2,0,2,1,50.0,9.47,4.74,0.0,0.0,21.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,"FW,DF",21-263,2003,0.3,0,1,0,0.0,3.6,0.0,0.0,,16.3,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25-212,1999,10.8,1,8,2,25.0,0.74,0.18,0.13,0.5,9.1,0,0,0,0.8,0.8,0.11,0.2,0.2
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21-329,2003,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27-214,1997,4.4,0,3,2,66.7,0.69,0.46,0.0,0.0,11.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28-225,1996,2.6,0,2,1,50.0,0.78,0.39,0.0,0.0,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,FW,27-345,1997,10.7,7,31,15,48.4,2.89,1.4,0.23,0.47,14.2,0,0,0,4.5,4.5,0.14,2.5,2.5
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32-191,1992,15.6,15,54,26,48.1,3.47,1.67,0.2,0.42,14.5,0,4,4,12.6,9.4,0.18,2.4,1.6
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22-221,2002,15.7,0,7,2,28.6,0.45,0.13,0.0,0.0,23.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-077,1998,12.6,0,14,3,21.4,1.12,0.24,0.0,0.0,25.8,2,0,0,0.5,0.5,0.04,-0.5,-0.5
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33-168,1991,16.0,1,10,3,30.0,0.62,0.19,0.1,0.33,13.7,1,0,0,0.9,0.9,0.09,0.1,0.1
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23-153,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31-318,1993,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-135,1994,15.3,1,21,7,33.3,1.37,0.46,0.05,0.14,11.6,0,0,0,2.4,2.4,0.12,-1.4,-1.4
ENG-Premier League,2425,Manchester City,Ederson,BRA,GK,31-128,1993,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24-155,2000,17.0,13,70,36,51.4,4.12,2.12,0.17,0.33,12.0,1,1,1,13.1,12.4,0.18,-0.1,-0.4
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-104,1995,6.4,0,12,4,33.3,1.88,0.63,0.0,0.0,16.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-049,2005,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,"FW,MF",22-066,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-210,2002,6.9,2,15,4,26.7,2.16,0.58,0.13,0.5,18.8,0,0,0,0.7,0.7,0.05,1.3,1.3
ENG-Premier League,2425,Manchester City,John Stones,ENG,"DF,MF",30-209,1994,3.7,2,2,2,100.0,0.54,0.54,1.0,1.0,5.1,0,0,0,0.4,0.4,0.22,1.6,1.6
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22-335,2002,15.5,4,23,8,34.8,1.49,0.52,0.17,0.5,14.7,0,0,0,2.0,2.0,0.09,2.0,2.0
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,MF,33-178,1991,7.0,2,25,7,28.0,3.59,1.0,0.08,0.29,22.7,3,0,0,2.1,2.1,0.08,-0.1,-0.1
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34-209,1990,10.2,0,5,2,40.0,0.49,0.2,0.0,0.0,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29-157,1995,12.2,0,8,1,12.5,0.66,0.08,0.0,0.0,18.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,MF,30-231,1994,10.9,3,21,6,28.6,1.92,0.55,0.14,0.5,22.1,0,0,0,1.0,1.0,0.05,2.0,2.0
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-118,1998,5.9,0,4,0,0.0,0.68,0.0,0.0,,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29-309,1995,3.3,0,2,0,0.0,0.6,0.0,0.0,,12.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24-209,2000,9.0,1,30,7,23.3,3.33,0.78,0.03,0.14,19.1,0,0,0,2.0,2.0,0.07,-1.0,-1.0
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",20-032,2004,12.4,1,7,1,14.3,0.57,0.08,0.14,1.0,15.9,0,0,0,1.1,1.1,0.15,-0.1,-0.1
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28-184,1996,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,DF,27-223,1997,12.1,0,13,3,23.1,1.08,0.25,0.0,0.0,20.1,0,0,0,1.1,1.1,0.08,-1.1,-1.1
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,32-047,1992,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"FW,MF",20-257,2004,8.1,0,20,7,35.0,2.46,0.86,0.0,0.0,19.6,1,0,0,2.1,2.1,0.1,-2.1,-2.1
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,34-060,1990,12.4,0,15,3,20.0,1.21,0.24,0.0,0.0,17.9,2,0,0,1.6,1.6,0.11,-1.6,-1.6
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,"FW,MF",20-175,2004,10.9,3,37,16,43.2,3.41,1.47,0.08,0.19,16.5,0,0,0,4.2,4.2,0.11,-1.2,-1.2
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"FW,DF",22-165,2002,10.8,2,27,9,33.3,2.49,0.83,0.07,0.22,18.7,0,0,0,2.2,2.2,0.08,-0.2,-0.2
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28-265,1996,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24-303,2000,0.6,0,3,2,66.7,5.09,3.4,0.0,0.0,18.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-106,1994,15.9,4,48,11,22.9,3.02,0.69,0.04,0.18,20.9,6,2,2,6.2,4.6,0.1,-2.2,-2.6
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32-304,1992,8.3,1,15,4,26.7,1.81,0.48,0.07,0.25,19.0,0,0,0,1.0,1.0,0.06,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32-313,1992,5.6,0,3,0,0.0,0.53,0.0,0.0,,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,DF,25-280,1999,16.6,0,11,3,27.3,0.66,0.18,0.0,0.0,18.1,0,0,0,1.2,1.2,0.11,-1.2,-1.2
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31-293,1993,6.0,0,1,0,0.0,0.17,0.0,0.0,,10.3,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36-355,1988,3.2,0,1,0,0.0,0.31,0.0,0.0,,8.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23-215,2001,7.3,3,16,8,50.0,2.18,1.09,0.19,0.38,12.8,0,0,0,3.0,3.0,0.19,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-248,2005,10.1,0,7,1,14.3,0.69,0.1,0.0,0.0,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,19-040,2005,1.7,0,2,1,50.0,1.17,0.58,0.0,0.0,8.0,0,0,0,0.4,0.4,0.24,-0.4,-0.4
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-340,1998,13.8,0,12,3,25.0,0.87,0.22,0.0,0.0,16.1,0,0,0,1.1,1.1,0.09,-1.1,-1.1
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29-164,1995,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-256,2001,7.2,0,3,0,0.0,0.42,0.0,0.0,,19.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,"FW,MF",27-053,1997,10.9,4,16,9,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,1.7,1.7,0.11,2.3,2.3
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-348,1999,2.7,0,3,2,66.7,1.09,0.73,0.0,0.0,17.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-133,1999,12.7,1,8,6,75.0,0.63,0.47,0.13,0.17,7.0,0,0,0,1.2,1.2,0.15,-0.2,-0.2
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-039,1997,13.9,0,6,2,33.3,0.43,0.14,0.0,0.0,20.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-323,2003,8.0,2,9,5,55.6,1.12,0.62,0.22,0.4,15.7,0,0,0,1.9,1.9,0.21,0.1,0.1
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,28-015,1996,0.2,0,1,0,0.0,4.74,0.0,0.0,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20-355,2004,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,DF,25-128,1999,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-159,1994,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Newcastle Utd,Alexander Isak,SWE,FW,25-093,1999,13.3,10,46,20,43.5,3.45,1.5,0.22,0.5,14.3,2,0,0,8.6,8.6,0.19,1.4,1.4
ENG-Premier League,2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-303,2001,14.1,3,29,11,37.9,2.05,0.78,0.07,0.18,16.0,0,1,2,5.3,3.8,0.13,-2.3,-1.8
ENG-Premier League,2425,Newcastle Utd,Bruno Guimarães,BRA,MF,27-037,1997,16.4,1,20,5,25.0,1.22,0.31,0.05,0.2,19.1,0,0,0,1.8,1.8,0.09,-0.8,-0.8
ENG-Premier League,2425,Newcastle Utd,Callum Wilson,ENG,"FW,MF",32-300,1992,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Newcastle Utd,Dan Burn,ENG,DF,32-228,1992,16.0,0,10,3,30.0,0.62,0.19,0.0,0.0,11.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7
ENG-Premier League,2425,Newcastle Utd,Emil Krafth,SWE,DF,30-143,1994,2.7,0,1,0,0.0,0.37,0.0,0.0,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Newcastle Utd,Fabian Schär,SUI,DF,33-003,1991,14.3,2,14,2,14.3,0.98,0.14,0.14,1.0,19.7,2,0,0,1.1,1.1,0.08,0.9,0.9
ENG-Premier League,2425,Newcastle Utd,Harvey Barnes,ENG,FW,27-014,1997,8.3,5,26,9,34.6,3.12,1.08,0.19,0.56,15.2,0,0,0,2.7,2.7,0.1,2.3,2.3
ENG-Premier League,2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-303,1995,8.6,3,19,6,31.6,2.2,0.69,0.16,0.5,18.1,0,0,0,1.7,1.7,0.09,1.3,1.3
ENG-Premier League,2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-125,1999,5.8,0,9,1,11.1,1.54,0.17,0.0,0.0,16.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7
ENG-Premier League,2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-131,1996,14.7,2,25,8,32.0,1.71,0.55,0.08,0.25,13.5,0,0,0,2.2,2.2,0.09,-0.2,-0.2
ENG-Premier League,2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-095,1990,3.9,0,1,0,0.0,0.26,0.0,0.0,,17.0,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Newcastle Utd,Lewis Hall,ENG,DF,20-106,2004,14.6,0,5,0,0.0,0.34,0.0,0.0,,14.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ENG-Premier League,2425,Newcastle Utd,Lewis Miley,ENG,MF,18-236,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Newcastle Utd,Lloyd Kelly,ENG,DF,26-078,1998,3.3,0,2,0,0.0,0.6,0.0,0.0,,5.8,0,0,0,0.4,0.4,0.18,-0.4,-0.4
ENG-Premier League,2425,Newcastle Utd,Martin Dúbravka,SVK,GK,35-343,1989,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Newcastle Utd,Miguel Almirón,PAR,FW,30-317,1994,1.6,0,5,1,20.0,3.19,0.64,0.0,0.0,15.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5
ENG-Premier League,2425,Newcastle Utd,Nick Pope,ENG,GK,32-248,1992,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Newcastle Utd,Sandro Tonali,ITA,MF,24-229,2000,9.2,0,12,4,33.3,1.3,0.43,0.0,0.0,17.1,2,0,0,1.2,1.2,0.1,-1.2,-1.2
ENG-Premier League,2425,Newcastle Utd,Sean Longstaff,ENG,MF,27-054,1997,7.9,0,6,1,16.7,0.76,0.13,0.0,0.0,13.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6
ENG-Premier League,2425,Newcastle Utd,Valentino Livramento,ENG,DF,22-041,2002,13.3,0,1,0,0.0,0.08,0.0,0.0,,25.1,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Newcastle Utd,William Osula,DEN,"FW,MF",21-141,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",22-240,2002,9.8,2,15,6,40.0,1.53,0.61,0.13,0.33,16.6,1,0,0,1.3,1.3,0.08,0.7,0.7
ENG-Premier League,2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",24-046,2000,13.7,2,22,8,36.4,1.61,0.59,0.09,0.25,18.7,0,0,0,1.4,1.4,0.06,0.6,0.6
ENG-Premier League,2425,Nott'ham Forest,Chris Wood,NZL,FW,33-016,1991,14.7,10,29,17,58.6,1.97,1.15,0.28,0.47,14.6,0,2,2,6.5,4.9,0.17,3.5,3.1
ENG-Premier League,2425,Nott'ham Forest,Danilo,BRA,MF,23-238,2001,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Nott'ham Forest,Elliot Anderson,ENG,"MF,FW",22-047,2002,10.8,0,19,4,21.1,1.76,0.37,0.0,0.0,19.2,0,0,0,0.9,0.9,0.05,-0.9,-0.9
ENG-Premier League,2425,Nott'ham Forest,Eric da Silva Moreira,GER,"MF,DF",18-234,2006,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Nott'ham Forest,Harry Toffolo,ENG,DF,29-126,1995,0.4,0,1,0,0.0,2.37,0.0,0.0,,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,27-021,1997,2.4,0,1,1,100.0,0.42,0.42,0.0,0.0,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-052,1994,4.2,0,2,1,50.0,0.47,0.24,0.0,0.0,29.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-144,1999,5.8,0,9,2,22.2,1.56,0.35,0.0,0.0,16.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ENG-Premier League,2425,Nott'ham Forest,Matz Sels,BEL,GK,32-301,1992,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Nott'ham Forest,Morato,BRA,DF,23-176,2001,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24-331,2000,11.2,2,23,11,47.8,2.06,0.98,0.09,0.18,16.7,2,0,0,1.6,1.6,0.07,0.4,0.4
ENG-Premier League,2425,Nott'ham Forest,Murillo,BRA,DF,22-172,2002,16.7,1,14,4,28.6,0.84,0.24,0.07,0.25,20.0,2,0,0,1.0,1.0,0.07,0.0,0.0
ENG-Premier League,2425,Nott'ham Forest,Neco Williams,WAL,DF,23-254,2001,8.2,0,15,4,26.7,1.83,0.49,0.0,0.0,21.2,1,0,0,0.8,0.8,0.05,-0.8,-0.8
ENG-Premier League,2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-178,1998,9.0,0,11,4,36.4,1.23,0.45,0.0,0.0,16.1,0,0,0,1.2,1.2,0.11,-1.2,-1.2
ENG-Premier League,2425,Nott'ham Forest,Nikola Milenković,SRB,DF,27-072,1997,16.0,2,17,4,23.5,1.06,0.25,0.12,0.5,13.9,0,0,0,2.5,2.5,0.15,-0.5,-0.5
ENG-Premier League,2425,Nott'ham Forest,Ola Aina,NGA,DF,28-076,1996,16.3,2,6,2,33.3,0.37,0.12,0.33,1.0,24.5,0,0,0,0.3,0.3,0.06,1.7,1.7
ENG-Premier League,2425,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",25-114,1999,1.7,1,6,2,33.3,3.6,1.2,0.17,0.5,19.7,0,0,0,0.7,0.7,0.12,0.3,0.3
ENG-Premier League,2425,Nott'ham Forest,Ryan Yates,ENG,MF,27-032,1997,13.5,1,23,6,26.1,1.7,0.44,0.04,0.17,17.8,0,0,0,1.7,1.7,0.07,-0.7,-0.7
ENG-Premier League,2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-133,1997,2.3,0,4,1,25.0,1.76,0.44,0.0,0.0,13.7,0,0,0,0.4,0.4,0.11,-0.4,-0.4
ENG-Premier League,2425,Nott'ham Forest,Willy Boly,CIV,DF,33-324,1991,1.0,0,1,1,100.0,0.98,0.98,0.0,0.0,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,2425,Nott'ham Forest,Álex Moreno,ESP,DF,31-198,1993,8.8,0,6,0,0.0,0.69,0.0,0.0,,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26-223,1998,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27-317,1997,10.5,2,20,6,30.0,1.91,0.57,0.1,0.33,16.1,0,0,1,3.1,2.1,0.11,-1.1,-0.1
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36-227,1988,3.5,0,3,0,0.0,0.86,0.0,0.0,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,35-020,1989,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,FW,25-249,1999,5.0,0,11,1,9.1,2.2,0.2,0.0,0.0,17.3,0,0,0,0.9,0.9,0.08,-0.9,-0.9
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23-155,2001,10.0,2,21,6,28.6,2.11,0.6,0.1,0.33,12.4,0,0,1,4.4,3.6,0.17,-2.4,-1.6
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,22-023,2002,0.1,0,1,1,100.0,9.0,9.0,0.0,0.0,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,31-096,1993,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25-338,1999,14.5,1,7,3,42.9,0.48,0.21,0.14,0.33,16.8,0,0,0,0.6,0.6,0.08,0.4,0.4
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30-331,1994,8.8,0,2,0,0.0,0.23,0.0,0.0,,7.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3
ENG-Premier League,2425,Southampton,James Bree,ENG,DF,27-073,1997,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28-255,1996,12.9,0,1,0,0.0,0.08,0.0,0.0,,42.3,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,MF,28-155,1996,10.7,2,11,6,54.5,1.03,0.56,0.18,0.33,13.2,0,0,0,2.2,2.2,0.2,-0.2,-0.2
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29-312,1995,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-312,2002,0.7,0,1,0,0.0,1.41,0.0,0.0,,14.1,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,DF,27-254,1997,14.9,0,9,3,33.3,0.6,0.2,0.0,0.0,19.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20-272,2004,2.7,0,1,0,0.0,0.37,0.0,0.0,,7.4,0,0,0,0.2,0.2,0.21,-0.2,-0.2
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20-166,2004,13.7,1,15,5,33.3,1.09,0.36,0.07,0.2,16.8,2,0,0,1.6,1.6,0.11,-0.6,-0.6
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,FW,28-087,1996,0.8,0,1,0,0.0,1.25,0.0,0.0,,18.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2
