,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,DF,21-301,2003,16.0,0,4,1,25.0,0.25,0.06,0.0,0.0,7.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21-218,2003,11.6,0,17,2,11.8,1.46,0.17,0.0,0.0,20.7,0,0,0,1.4,1.4,0.08,-1.4,-1.4
ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26-154,1998,13.0,1,3,1,33.3,0.23,0.08,0.33,1.0,20.8,0,0,0,0.2,0.2,0.06,0.8,0.8
ENG-Premier League,2425,Chelsea,Marc Guiu,ESP,FW,18-354,2006,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Chelsea,Moisés Caicedo,ECU,MF,23-051,2001,16.7,1,9,2,22.2,0.54,0.12,0.11,0.5,24.7,0,0,0,0.4,0.4,0.04,0.6,0.6
ENG-Premier League,2425,Chelsea,Mykhailo Mudryk,UKR,FW,23-353,2001,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3
ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23-186,2001,14.0,9,44,23,52.3,3.15,1.65,0.2,0.39,11.9,0,0,0,9.1,9.1,0.21,-0.1,-0.1
ENG-Premier League,2425,Chelsea,Noni Madueke,ENG,FW,22-288,2002,11.5,5,49,21,42.9,4.24,1.82,0.1,0.24,14.7,0,0,0,5.0,5.0,0.1,0.0,0.0
ENG-Premier League,2425,Chelsea,Pedro Neto,POR,FW,24-289,2000,9.0,1,17,6,35.3,1.89,0.67,0.06,0.17,19.3,0,0,0,0.6,0.6,0.04,0.4,0.4
ENG-Premier League,2425,Chelsea,Reece James,ENG,DF,25-015,1999,2.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Chelsea,Renato Veiga,POR,"DF,MF",21-147,2003,2.0,0,3,1,33.3,1.49,0.5,0.0,0.0,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,27-035,1997,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Chelsea,Roméo Lavia,BEL,MF,20-352,2004,5.3,0,1,0,0.0,0.19,0.0,0.0,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,27-090,1997,4.9,0,4,0,0.0,0.81,0.0,0.0,,9.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,24-006,2000,11.3,0,2,0,0.0,0.18,0.0,0.0,,10.4,0,0,0,0.4,0.4,0.2,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20-204,2004,6.9,0,9,5,55.6,1.3,0.72,0.0,0.0,25.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,19-086,2005,0.1,0,1,0,0.0,15.0,0.0,0.0,,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18-161,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21-189,2003,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,24-350,2000,3.0,0,6,0,0.0,2.0,0.0,0.0,,19.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,DF,24-270,2000,4.9,0,1,0,0.0,0.2,0.0,0.0,,8.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,28-140,1996,7.9,0,9,3,33.3,1.14,0.38,0.0,0.0,19.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,DF,28-211,1996,15.0,2,17,6,35.3,1.13,0.4,0.12,0.33,12.2,0,0,0,2.7,2.7,0.16,-0.7,-0.7
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,27-286,1997,17.0,0,1,0,0.0,0.06,0.0,0.0,,14.9,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26-177,1998,12.0,1,43,13,30.2,3.59,1.09,0.02,0.08,20.6,5,0,0,3.5,3.5,0.08,-2.5,-2.5
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"MF,FW",25-207,1999,6.4,0,20,6,30.0,3.11,0.93,0.0,0.0,16.9,0,0,0,1.4,1.4,0.07,-1.4,-1.4
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,"MF,FW",26-302,1998,11.2,4,28,17,60.7,2.51,1.52,0.14,0.24,13.6,0,0,0,3.5,3.5,0.12,0.5,0.5
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27-178,1997,13.9,4,32,9,28.1,2.3,0.65,0.09,0.33,16.2,0,1,1,5.0,4.2,0.13,-1.0,-1.2
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,COL,MF,30-059,1994,9.2,0,11,2,18.2,1.2,0.22,0.0,0.0,22.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",32-000,1992,1.1,0,4,2,50.0,3.53,1.76,0.0,0.0,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28-206,1996,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,25.2,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33-103,1991,0.2,0,1,0,0.0,4.29,0.0,0.0,,5.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5
ENG-Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,21-073,2003,2.5,1,4,1,25.0,1.57,0.39,0.25,1.0,18.7,1,0,0,0.5,0.5,0.11,0.5,0.5
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24-163,2000,17.0,2,9,4,44.4,0.53,0.24,0.22,0.5,9.5,0,0,0,1.3,1.3,0.15,0.7,0.7
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,24-261,2000,14.0,1,12,1,8.3,0.86,0.07,0.08,1.0,10.7,0,0,0,1.4,1.4,0.12,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33-262,1991,4.2,0,1,0,0.0,0.24,0.0,0.0,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26-342,1998,1.3,0,5,1,20.0,3.91,0.78,0.0,0.0,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25-171,1999,9.8,2,8,3,37.5,0.82,0.31,0.25,0.67,16.0,0,0,0,0.9,0.9,0.11,1.1,1.1
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,25-113,1999,16.4,0,5,1,20.0,0.31,0.06,0.0,0.0,12.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29-250,1995,10.6,0,11,1,9.1,1.04,0.09,0.0,0.0,21.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31-357,1993,11.9,0,7,1,14.3,0.59,0.08,0.0,0.0,16.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,23-104,2001,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39-167,1985,13.3,1,5,3,60.0,0.37,0.23,0.2,0.33,26.9,3,0,0,0.2,0.2,0.04,0.8,0.8
ENG-Premier League,2425,Everton,Beto,GNB,FW,26-327,1998,2.3,1,10,3,30.0,4.39,1.32,0.1,0.33,11.4,0,0,0,1.6,1.6,0.16,-0.6,-0.6
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27-282,1997,13.7,2,34,14,41.2,2.49,1.02,0.06,0.14,12.8,0,0,0,4.4,4.4,0.13,-2.4,-2.4
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",25-031,1999,12.7,3,23,8,34.8,1.82,0.63,0.13,0.38,22.0,0,0,0,0.9,0.9,0.04,2.1,2.1
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,17-339,2007,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,35-088,1989,12.9,0,14,2,14.3,1.09,0.16,0.0,0.0,24.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,24-292,2000,14.0,2,17,7,41.2,1.22,0.5,0.12,0.29,15.9,0,0,0,1.4,1.4,0.08,0.6,0.6
ENG-Premier League,2425,Everton,Jack Harrison,ENG,FW,28-033,1996,8.9,0,14,3,21.4,1.57,0.34,0.0,0.0,14.4,0,0,0,2.1,2.1,0.15,-2.1,-2.1
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23-222,2001,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,James Garner,ENG,"DF,MF",23-285,2001,2.8,0,2,0,0.0,0.71,0.0,0.0,,29.3,1,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,32-034,1992,15.9,0,9,2,22.2,0.57,0.13,0.0,0.0,8.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22-179,2002,7.1,0,1,0,0.0,0.14,0.0,0.0,,14.8,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,24-298,2000,6.0,0,19,7,36.8,3.18,1.17,0.0,0.0,21.1,5,0,0,1.4,1.4,0.07,-1.4,-1.4
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30-291,1994,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Mason Holgate,ENG,"FW,DF",28-062,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31-347,1993,9.0,2,8,3,37.5,0.89,0.33,0.25,0.67,14.8,0,0,0,0.4,0.4,0.05,1.6,1.6
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,23-068,2001,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26-280,1998,8.5,1,9,4,44.4,1.06,0.47,0.11,0.25,23.6,0,0,0,0.5,0.5,0.06,0.5,0.5
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19-363,2004,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,36-073,1988,1.2,0,1,1,100.0,0.84,0.84,0.0,0.0,10.5,0,0,0,0.6,0.6,0.57,-0.6,-0.6
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21-176,2003,4.3,0,4,0,0.0,0.94,0.0,0.0,,20.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25-208,1999,13.3,0,9,0,0.0,0.68,0.0,0.0,,19.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",28-333,1996,9.4,1,23,8,34.8,2.44,0.85,0.04,0.13,14.9,0,0,0,2.9,2.9,0.13,-1.9,-1.9
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",28-234,1996,16.4,5,33,17,51.5,2.01,1.03,0.15,0.29,17.4,0,0,0,2.7,2.7,0.08,2.3,2.3
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28-357,1996,11.2,2,21,7,33.3,1.87,0.62,0.1,0.29,21.6,3,0,1,2.8,2.0,0.1,-0.8,0.0
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,DF,27-137,1997,17.0,0,9,1,11.1,0.53,0.06,0.0,0.0,23.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32-294,1992,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24-358,1999,16.0,0,7,2,28.6,0.44,0.12,0.0,0.0,20.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,MF,29-273,1995,0.0,0,1,1,100.0,22.5,22.5,0.0,0.0,17.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24-148,2000,12.1,3,18,4,22.2,1.49,0.33,0.17,0.75,15.3,0,0,0,2.2,2.2,0.12,0.8,0.8
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29-331,1995,0.7,0,1,0,0.0,1.48,0.0,0.0,,28.5,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",27-276,1997,4.7,3,14,4,28.6,2.98,0.85,0.21,0.75,16.3,1,0,0,1.8,1.8,0.13,1.2,1.2
ENG-Premier League,2425,Fulham,Issa Diop,FRA,DF,27-349,1997,9.4,0,5,2,40.0,0.53,0.21,0.0,0.0,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22-029,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28-206,1996,7.7,0,8,2,25.0,1.04,0.26,0.0,0.0,18.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25-036,1999,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17-355,2007,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,29-075,1995,14.0,0,18,2,11.1,1.28,0.14,0.0,0.0,16.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0
ENG-Premier League,2425,Fulham,Martial Godo,ENG,FW,21-284,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33-232,1991,11.1,5,34,14,41.2,3.07,1.26,0.12,0.29,13.7,0,1,1,5.0,4.3,0.13,0.0,-0.3
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25-013,1999,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23-233,2001,5.9,2,19,7,36.8,3.21,1.18,0.11,0.29,12.0,0,0,0,2.0,2.0,0.11,0.0,0.0
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,MF,24-219,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26-313,1998,10.6,0,1,0,0.0,0.09,0.0,0.0,,6.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,28-132,1996,9.9,0,2,0,0.0,0.2,0.0,0.0,,23.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29-018,1995,3.0,0,2,1,50.0,0.66,0.33,0.0,0.0,20.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33-338,1991,2.8,1,2,1,50.0,0.71,0.36,0.5,1.0,22.1,0,0,0,0.1,0.1,0.03,0.9,0.9
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-297,2002,1.3,0,4,0,0.0,3.03,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26-046,1998,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-039,1997,8.6,0,3,0,0.0,0.35,0.0,0.0,,11.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-334,2000,5.7,0,1,1,100.0,0.18,0.18,0.0,0.0,24.0,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29-063,1995,9.0,0,8,1,12.5,0.89,0.11,0.0,0.0,9.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-236,1997,2.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29-044,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-311,1997,6.8,1,12,3,25.0,1.76,0.44,0.08,0.33,18.3,0,0,0,1.2,1.2,0.1,-0.2,-0.2
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,MF,31-294,1993,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25-294,1999,13.7,0,11,1,9.1,0.8,0.07,0.0,0.0,11.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,27-114,1997,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,George Hirst,ENG,FW,25-312,1999,2.0,1,3,2,66.7,1.5,1.0,0.33,0.5,9.2,0,0,0,0.8,0.8,0.26,0.2,0.2
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23-296,2001,4.2,0,1,1,100.0,0.24,0.24,0.0,0.0,4.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,FW,24-030,2000,5.6,0,10,1,10.0,1.79,0.18,0.0,0.0,18.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26-183,1998,3.7,1,11,4,36.4,2.95,1.07,0.09,0.25,23.2,0,0,0,0.5,0.5,0.05,0.5,0.5
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,24-102,2000,8.0,0,6,2,33.3,0.75,0.25,0.0,0.0,9.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,25-135,1999,6.7,0,3,0,0.0,0.45,0.0,0.0,,21.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,29-021,1995,6.3,0,6,1,16.7,0.95,0.16,0.0,0.0,22.2,2,0,0,0.3,0.3,0.05,-0.3,-0.3
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24-346,2000,17.0,1,10,2,20.0,0.59,0.12,0.1,0.5,19.1,1,0,0,0.6,0.6,0.06,0.4,0.4
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21-319,2003,13.2,6,28,12,42.9,2.12,0.91,0.21,0.5,14.6,0,0,0,4.4,4.4,0.16,1.6,1.6
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-063,1998,4.2,0,1,0,0.0,0.24,0.0,0.0,,12.9,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,28-303,1996,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,32-089,1992,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"FW,MF",26-262,1998,0.6,0,1,1,100.0,1.8,1.8,0.0,0.0,22.1,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-054,2003,15.1,1,22,8,36.4,1.46,0.53,0.05,0.13,20.6,2,0,0,1.3,1.3,0.06,-0.3,-0.3
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,33-104,1991,15.9,1,7,1,14.3,0.44,0.06,0.14,1.0,25.4,0,0,0,0.3,0.3,0.04,0.7,0.7
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,FW,29-090,1995,9.1,3,19,11,57.9,2.08,1.2,0.16,0.27,14.0,0,0,0,3.1,3.1,0.17,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,FW,30-030,1994,8.1,0,6,1,16.7,0.74,0.12,0.0,0.0,19.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-290,2004,6.4,0,13,5,38.5,2.02,0.78,0.0,0.0,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-227,2004,6.3,1,4,1,25.0,0.63,0.16,0.25,1.0,18.0,0,0,0,0.2,0.2,0.06,0.8,0.8
ENG-Premier League,2425,Leicester City,Bobby Reid,JAM,"FW,MF",31-325,1993,3.1,1,5,2,40.0,1.62,0.65,0.2,0.5,25.6,0,0,0,0.7,0.7,0.14,0.3,0.3
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25-300,1999,6.3,0,2,0,0.0,0.32,0.0,0.0,,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23-163,2001,8.7,0,3,1,33.3,0.34,0.11,0.0,0.0,16.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31-302,1993,5.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31-184,1993,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",20-000,2004,10.2,4,22,9,40.9,2.15,0.88,0.18,0.44,17.3,0,0,0,3.2,3.2,0.14,0.8,0.8
ENG-Premier League,2425,Leicester City,Hamza Choudhury,ENG,"MF,DF",27-083,1997,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28-325,1996,10.1,0,7,2,28.6,0.69,0.2,0.0,0.0,29.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ENG-Premier League,2425,Leicester City,James Justin,ENG,DF,26-304,1998,15.5,2,12,4,33.3,0.77,0.26,0.17,0.5,14.3,0,0,0,0.7,0.7,0.06,1.3,1.3
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37-347,1987,14.2,6,24,9,37.5,1.69,0.63,0.21,0.56,12.8,0,1,1,5.4,4.6,0.19,0.6,0.4
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,32-142,1992,7.7,0,1,0,0.0,0.13,0.0,0.0,,12.2,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-103,1991,8.2,3,16,4,25.0,1.94,0.49,0.13,0.5,17.5,1,1,1,2.2,1.4,0.09,0.8,0.6
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,"FW,MF",23-031,2001,3.7,0,6,2,33.3,1.62,0.54,0.0,0.0,15.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23-196,2001,1.0,0,1,0,0.0,1.0,0.0,0.0,,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24-165,2000,15.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26-342,1998,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,24-098,2000,7.6,0,2,1,50.0,0.26,0.13,0.0,0.0,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",26-075,1998,1.2,1,3,1,33.3,2.41,0.8,0.33,1.0,17.8,0,0,0,0.2,0.2,0.07,0.8,0.8
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,31-078,1993,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26-206,1998,9.4,2,13,4,30.8,1.38,0.42,0.15,0.5,15.7,1,0,0,1.1,1.1,0.08,0.9,0.9
